ID,Time,Position(x),Position(y),Position(z),
7,1.94,-9.688725,0,0.9379388,
1,1.96,-1,0,0.5000001,
2,1.96,-0.2279375,0,1.856903,
3,1.96,-0.8920301,0,5.714638,
4,1.96,-1.448447,0,3.548218,
5,1.96,-9.004017,0,5.389322,
6,1.96,-9.514698,0,3.218637,
7,1.96,-9.679938,0,0.9333917,
1,1.98,-1.05,0,0.525,
2,1.98,-0.2275941,0,1.863913,
3,1.98,-0.8955483,0,5.717787,
4,1.98,-1.454167,0,3.549165,
5,1.98,-8.994198,0,5.392475,
6,1.98,-9.508329,0,3.218339,
7,1.98,-9.676105,0,0.9305577,
1,2,-1.05,0,0.525,
2,2,-0.2383448,0,1.866495,
3,2,-0.907647,0,5.719022,
4,2,-1.467096,0,3.54957,
5,2,-8.979645,0,5.393694,
6,2,-9.495106,0,3.21823,
7,2,-9.663883,0,0.9294471,
1,2.02,-1.05,0,0.525,
2,2.02,-0.2464911,0,1.871682,
3,2.02,-0.918512,0,5.72149,
4,2.02,-1.479609,0,3.550389,
5,2.02,-8.963873,0,5.396133,
6,2.02,-9.481985,0,3.218018,
7,2.02,-9.652769,0,0.9272285,
1,2.04,-1.1,0,0.55,
2,2.04,-0.2492478,0,1.875592,
3,2.04,-0.9233295,0,5.723339,
4,2.04,-1.485656,0,3.551009,
5,2.04,-8.955381,0,5.397958,
6,2.04,-9.475473,0,3.217863,
7,2.04,-9.647764,0,0.925567,
1,2.06,-1.1,0,0.55,
2,2.06,-0.2600769,0,1.878097,
3,2.06,-0.9354386,0,5.724564,
4,2.06,-1.498562,0,3.551436,
5,2.06,-8.940845,0,5.399159,
6,2.06,-9.462242,0,3.21776,
7,2.06,-9.63553,0,0.9244675,
1,2.08,-1.1,0,0.55,
2,2.08,-0.2683788,0,1.883128,
3,2.08,-0.9463246,0,5.727011,
4,2.08,-1.51103,0,3.552302,
5,2.08,-8.92511,0,5.401562,
6,2.08,-9.449106,0,3.217562,
7,2.08,-9.624393,0,0.922271,
1,2.1,-1.1,0,0.55,
2,2.1,-0.2712504,0,1.886923,
3,2.1,-0.9511576,0,5.728844,
4,2.1,-1.517043,0,3.552955,
5,2.1,-8.916645,0,5.40336,
6,2.1,-9.442584,0,3.217418,
7,2.1,-9.619371,0,0.9206259,
1,2.12,-1.1,0,0.55,
2,2.12,-0.282023,0,1.889484,
3,2.12,-0.9632769,0,5.730058,
4,2.12,-1.529943,0,3.553389,
5,2.12,-8.902126,0,5.404544,
6,2.12,-9.429347,0,3.217322,
7,2.12,-9.607126,0,0.9195373,
1,2.14,-1.15,0,0.575,
2,2.14,-0.2861179,0,1.892056,
3,2.14,-0.96873,0,5.731272,
4,2.14,-1.536171,0,3.553828,
5,2.14,-8.894276,0,5.405728,
6,2.14,-9.422772,0,3.217229,
7,2.14,-9.601547,0,0.9184499,
1,2.16,-1.15,0,0.575,
2,2.16,-0.2969709,0,1.894536,
3,2.16,-0.9808536,0,5.732482,
4,2.16,-1.549052,0,3.55428,
5,2.16,-8.879765,0,5.406905,
6,2.16,-9.409532,0,3.217136,
7,2.16,-9.589298,0,0.9173661,
1,2.18,-1.15,0,0.575,
2,2.18,-0.3011453,0,1.897028,
3,2.18,-0.986311,0,5.733691,
4,2.18,-1.555261,0,3.554737,
5,2.18,-8.871922,0,5.408081,
6,2.18,-9.402955,0,3.217047,
7,2.18,-9.583714,0,0.9162835,
1,2.2,-1.15,0,0.575,
2,2.2,-0.3119418,0,1.899565,
3,2.2,-0.9984388,0,5.734897,
4,2.2,-1.568141,0,3.555191,
5,2.2,-8.857418,0,5.40925,
6,2.2,-9.389712,0,3.216956,
7,2.2,-9.57146,0,0.9152044,
1,2.22,-1.2,0,0.6,
2,2.22,-0.3160602,0,1.902113,
3,2.22,-1.0039,0,5.736102,
4,2.22,-1.574348,0,3.55565,
5,2.22,-8.849583,0,5.410419,
6,2.22,-9.383133,0,3.216869,
7,2.22,-9.565871,0,0.9141265,
1,2.24,-1.2,0,0.6,
2,2.24,-0.3215016,0,1.903339,
3,2.24,-1.009966,0,5.736702,
4,2.24,-1.580778,0,3.555887,
5,2.24,-8.842335,0,5.411,
6,2.24,-9.37651,0,3.216825,
7,2.24,-9.559742,0,0.9135893,
1,2.26,-1.2,0,0.6,
2,2.26,-0.3323599,0,1.905814,
3,2.26,-1.022099,0,5.737903,
4,2.26,-1.593639,0,3.55636,
5,2.26,-8.827841,0,5.41216,
6,2.26,-9.363263,0,3.216738,
7,2.26,-9.547482,0,0.9125161,
1,2.28,-1.2,0,0.6,
2,2.28,-0.3365394,0,1.908301,
3,2.28,-1.027566,0,5.739103,
4,2.28,-1.599827,0,3.556838,
5,2.28,-8.820015,0,5.41332,
6,2.28,-9.35668,0,3.216654,
7,2.28,-9.541887,0,0.9114441,
1,2.3,-1.25,0,0.6249999,
2,2.3,-0.3419393,0,1.909568,
3,2.3,-1.033634,0,5.739702,
4,2.3,-1.606256,0,3.557076,
5,2.3,-8.812772,0,5.413896,
6,2.3,-9.350056,0,3.216612,
7,2.3,-9.535755,0,0.9109098,
1,2.32,-1.25,0,0.6249999,
2,2.32,-0.3528661,0,1.911974,
3,2.32,-1.045772,0,5.740898,
4,2.32,-1.619097,0,3.557569,
5,2.32,-8.798287,0,5.415047,
6,2.32,-9.336805,0,3.216528,
7,2.32,-9.523489,0,0.9098424,
1,2.34,-1.25,0,0.6249999,
2,2.34,-0.3571135,0,1.914394,
3,2.34,-1.051243,0,5.742093,
4,2.34,-1.625265,0,3.558067,
5,2.34,-8.79047,0,5.416198,
6,2.34,-9.330219,0,3.216448,
7,2.34,-9.517888,0,0.9087763,
1,2.36,-1.25,0,0.6249999,
2,2.36,-0.3679774,0,1.916863,
3,2.36,-1.063385,0,5.743285,
4,2.36,-1.638105,0,3.558561,
5,2.36,-8.775993,0,5.417342,
6,2.36,-9.316967,0,3.216366,
7,2.36,-9.505618,0,0.9077136,
1,2.38,-1.25,0,0.6249999,
2,2.38,-0.3721622,0,1.919345,
3,2.38,-1.068861,0,5.744476,
4,2.38,-1.644272,0,3.55906,
5,2.38,-8.768184,0,5.418486,
6,2.38,-9.310378,0,3.216288,
7,2.38,-9.500013,0,0.9066522,
1,2.4,-1.25,0,0.6249999,
2,2.4,-0.3829651,0,1.921875,
3,2.4,-1.081006,0,5.745664,
4,2.4,-1.657111,0,3.559555,
5,2.4,-8.753713,0,5.419622,
6,2.4,-9.297124,0,3.216209,
7,2.4,-9.487738,0,0.9055941,
1,2.42,-1.3,0,0.6499999,
2,2.42,-0.387089,0,1.924418,
3,2.42,-1.086485,0,5.746851,
4,2.42,-1.663277,0,3.560055,
5,2.42,-8.74591,0,5.420759,
6,2.42,-9.290533,0,3.216133,
7,2.42,-9.482128,0,0.9045373,
1,2.44,-1.3,0,0.6499999,
2,2.44,-0.3979891,0,1.926851,
3,2.44,-1.098634,0,5.748036,
4,2.44,-1.676096,0,3.560569,
5,2.44,-8.731446,0,5.421889,
6,2.44,-9.277277,0,3.216056,
7,2.44,-9.469849,0,0.9034838,
1,2.46,-1.3,0,0.6499999,
2,2.46,-0.4022096,0,1.929297,
3,2.46,-1.104117,0,5.74922,
4,2.46,-1.682243,0,3.561089,
5,2.46,-8.72365,0,5.423018,
6,2.46,-9.270684,0,3.215983,
7,2.46,-9.464234,0,0.9024316,
1,2.48,-1.3,0,0.6499999,
2,2.48,-0.4130457,0,1.931795,
3,2.48,-1.11627,0,5.750401,
4,2.48,-1.695061,0,3.561604,
5,2.48,-8.709194,0,5.424141,
6,2.48,-9.257426,0,3.215908,
7,2.48,-9.451949,0,0.9013827,
1,2.5,-1.35,0,0.6749999,
2,2.5,-0.4172024,0,1.934304,
3,2.5,-1.121756,0,5.751581,
4,2.5,-1.701207,0,3.562124,
5,2.5,-8.701405,0,5.425264,
6,2.5,-9.250831,0,3.215837,
7,2.5,-9.44633,0,0.900335,
1,2.52,-1.35,0,0.6749999,
2,2.52,-0.4281412,0,1.936699,
3,2.52,-1.133913,0,5.752758,
4,2.52,-1.714005,0,3.56266,
5,2.52,-8.686954,0,5.426381,
6,2.52,-9.237569,0,3.215765,
7,2.52,-9.434041,0,0.8992906,
1,2.54,-1.35,0,0.6749999,
2,2.54,-0.4323999,0,1.939107,
3,2.54,-1.139402,0,5.753934,
4,2.54,-1.720131,0,3.563201,
5,2.54,-8.679173,0,5.427496,
6,2.54,-9.230971,0,3.215695,
7,2.54,-9.428417,0,0.8982475,
1,2.56,-1.35,0,0.6749999,
2,2.56,-0.4432717,0,1.941568,
3,2.56,-1.151562,0,5.755108,
4,2.56,-1.732929,0,3.563736,
5,2.56,-8.66473,0,5.428607,
6,2.56,-9.217708,0,3.215625,
7,2.56,-9.416124,0,0.8972077,
1,2.58,-1.4,0,0.6999999,
2,2.58,-0.4474638,0,1.944043,
3,2.58,-1.157055,0,5.756282,
4,2.58,-1.739055,0,3.564277,
5,2.58,-8.656954,0,5.429716,
6,2.58,-9.211108,0,3.215558,
7,2.58,-9.410497,0,0.8961691,
1,2.6,-1.4,0,0.6999999,
2,2.6,-0.4584434,0,1.946397,
3,2.6,-1.169218,0,5.757452,
4,2.6,-1.751831,0,3.564833,
5,2.6,-8.642517,0,5.430819,
6,2.6,-9.197843,0,3.21549,
7,2.6,-9.398198,0,0.8951337,
1,2.62,-1.4,0,0.6999999,
2,2.62,-0.4670419,0,1.951132,
3,2.62,-1.180211,0,5.759792,
4,2.62,-1.764042,0,3.565957,
5,2.62,-8.626978,0,5.433024,
6,2.62,-9.184638,0,3.21536,
7,2.62,-9.386933,0,0.8930656,
1,2.64,-1.4,0,0.6999999,
2,2.64,-0.4701295,0,1.954711,
3,2.64,-1.185124,0,5.761546,
4,2.64,-1.769863,0,3.566803,
5,2.64,-8.61866,0,5.434675,
6,2.64,-9.178065,0,3.215266,
7,2.64,-9.381816,0,0.8915167,
1,2.66,-1.4,0,0.6999999,
2,2.66,-0.4810236,0,1.95715,
3,2.66,-1.197295,0,5.76271,
4,2.66,-1.782639,0,3.567359,
5,2.66,-8.604239,0,5.435764,
6,2.66,-9.164796,0,3.215203,
7,2.66,-9.369508,0,0.8904914,
1,2.68,-1.45,0,0.7249998,
2,2.68,-0.4852376,0,1.959603,
3,2.68,-1.202798,0,5.763872,
4,2.68,-1.788743,0,3.567922,
5,2.68,-8.596484,0,5.436852,
6,2.68,-9.15819,0,3.215142,
7,2.68,-9.363865,0,0.8894673,
1,2.7,-1.45,0,0.7249998,
2,2.7,-0.4962425,0,1.961931,
3,2.7,-1.214972,0,5.765032,
4,2.7,-1.801498,0,3.5685,
5,2.7,-8.582068,0,5.437934,
6,2.7,-9.144918,0,3.215081,
7,2.7,-9.351553,0,0.8884464,
1,2.72,-1.45,0,0.7249998,
2,2.72,-0.5005668,0,1.964273,
3,2.72,-1.220479,0,5.766191,
4,2.72,-1.807582,0,3.569083,
5,2.72,-8.57432,0,5.439016,
6,2.72,-9.13831,0,3.215023,
7,2.72,-9.345906,0,0.8874267,
1,2.74,-1.45,0,0.7249998,
2,2.74,-0.5060335,0,1.965473,
3,2.74,-1.226567,0,5.76677,
4,2.74,-1.813959,0,3.569372,
5,2.74,-8.567115,0,5.439555,
6,2.74,-9.131674,0,3.214993,
7,2.74,-9.339747,0,0.8869184,
1,2.76,-1.45,0,0.7249998,
2,2.76,-0.5169394,0,1.967901,
3,2.76,-1.238744,0,5.767926,
4,2.76,-1.826715,0,3.56995,
5,2.76,-8.552707,0,5.440629,
6,2.76,-9.118401,0,3.214934,
7,2.76,-9.32743,0,0.8859029,
1,2.78,-1.5,0,0.7499998,
2,2.78,-0.5211648,0,1.970342,
3,2.78,-1.244255,0,5.769082,
4,2.78,-1.8328,0,3.570532,
5,2.78,-8.544966,0,5.441703,
6,2.78,-9.11179,0,3.214877,
7,2.78,-9.321777,0,0.8848886,
1,2.8,-1.5,0,0.7499998,
2,2.8,-0.5321863,0,1.972654,
3,2.8,-1.256435,0,5.770235,
4,2.8,-1.845534,0,3.571131,
5,2.8,-8.530563,0,5.442772,
6,2.8,-9.098515,0,3.21482,
7,2.8,-9.309456,0,0.8838775,
1,2.82,-1.5,0,0.7499998,
2,2.82,-0.5365268,0,1.97498,
3,2.82,-1.261949,0,5.771388,
4,2.82,-1.851596,0,3.571736,
5,2.82,-8.522829,0,5.443841,
6,2.82,-9.091903,0,3.214765,
7,2.82,-9.303799,0,0.8828676,
1,2.84,-1.5,0,0.7499998,
2,2.84,-0.5474747,0,1.977365,
3,2.84,-1.274132,0,5.772538,
4,2.84,-1.864331,0,3.572334,
5,2.84,-8.508432,0,5.444903,
6,2.84,-9.078626,0,3.21471,
7,2.84,-9.291471,0,0.8818608,
1,2.86,-1.55,0,0.7749998,
2,2.86,-0.5517418,0,1.979765,
3,2.86,-1.279648,0,5.773688,
4,2.86,-1.870395,0,3.572937,
5,2.86,-8.500704,0,5.445965,
6,2.86,-9.072012,0,3.214657,
7,2.86,-9.28581,0,0.8808552,
1,2.88,-1.55,0,0.7749998,
2,2.88,-0.5628101,0,1.98203,
3,2.88,-1.291834,0,5.774835,
4,2.88,-1.883108,0,3.573558,
5,2.88,-8.486315,0,5.447021,
6,2.88,-9.058733,0,3.214603,
7,2.88,-9.273479,0,0.8798527,
1,2.9,-1.55,0,0.7749998,
2,2.9,-0.567197,0,1.98431,
3,2.9,-1.297353,0,5.775982,
4,2.9,-1.889149,0,3.574183,
5,2.9,-8.478592,0,5.448077,
6,2.9,-9.052117,0,3.214552,
7,2.9,-9.267814,0,0.8788514,
1,2.92,-1.55,0,0.7749998,
2,2.92,-0.572693,0,1.985481,
3,2.92,-1.303447,0,5.776555,
4,2.92,-1.895506,0,3.574493,
5,2.92,-8.4714,0,5.448603,
6,2.92,-9.045477,0,3.214526,
7,2.92,-9.261646,0,0.8783522,
1,2.94,-1.55,0,0.7749998,
2,2.94,-0.583656,0,1.987851,
3,2.94,-1.315637,0,5.777699,
4,2.94,-1.90822,0,3.575112,
5,2.94,-8.457017,0,5.449652,
6,2.94,-9.032196,0,3.214474,
7,2.94,-9.24931,0,0.8773549,
1,2.96,-1.6,0,0.7999998,
2,2.96,-0.5879378,0,1.990236,
3,2.96,-1.321159,0,5.778843,
4,2.96,-1.914263,0,3.575736,
5,2.96,-8.449302,0,5.4507,
6,2.96,-9.025578,0,3.214425,
7,2.96,-9.243639,0,0.8763589,
1,2.98,-1.6,0,0.7999998,
2,2.98,-0.5990257,0,1.992481,
3,2.98,-1.333351,0,5.779985,
4,2.98,-1.926954,0,3.576378,
5,2.98,-8.434924,0,5.451744,
6,2.98,-9.012296,0,3.214374,
7,2.98,-9.231298,0,0.8753659,
1,3,-1.6,0,0.7999998,
2,3,-0.6034319,0,1.994742,
3,3,-1.338876,0,5.781126,
4,3,-1.932974,0,3.577025,
5,3,-8.427215,0,5.452786,
6,3,-9.005676,0,3.214327,
7,3,-9.225623,0,0.8743742,
1,3.02,-1.6,0,0.7999998,
2,3.02,-0.6144416,0,1.997065,
3,3.02,-1.35107,0,5.782265,
4,3.02,-1.945667,0,3.577665,
5,3.02,-8.412843,0,5.453824,
6,3.02,-8.992392,0,3.214278,
7,3.02,-9.213279,0,0.8733853,
1,3.04,-1.649999,0,0.8249997,
2,3.04,-0.6187698,0,1.999404,
3,3.04,-1.356598,0,5.783404,
4,3.04,-1.951688,0,3.57831,
5,3.04,-8.405139,0,5.454861,
6,3.04,-8.985771,0,3.214232,
7,3.04,-9.2076,0,0.8723977,
1,3.06,-1.649999,0,0.8249997,
2,3.06,-0.6299086,0,2.001598,
3,3.06,-1.368794,0,5.784541,
4,3.06,-1.964357,0,3.578975,
5,3.06,-8.390773,0,5.455893,
6,3.06,-8.972485,0,3.214185,
7,3.06,-9.195251,0,0.8714131,
1,3.08,-1.649999,0,0.8249997,
2,3.08,-0.6388223,0,2.006018,
3,3.08,-1.379854,0,5.786815,
4,3.08,-1.976352,0,3.580313,
5,3.08,-8.375377,0,5.457956,
6,3.08,-8.95924,0,3.214097,
7,3.08,-9.183886,0,0.8694462,
1,3.1,-1.649999,0,0.8249997,
2,3.1,-0.6421415,0,2.009365,
3,3.1,-1.384817,0,5.788518,
4,3.1,-1.982012,0,3.58132,
5,3.1,-8.367166,0,5.4595,
6,3.1,-8.952637,0,3.214033,
7,3.1,-9.178692,0,0.8679733,
1,3.12,-1.649999,0,0.8249997,
2,3.12,-0.6531728,0,2.011667,
3,3.12,-1.397019,0,5.789649,
4,3.12,-1.994685,0,3.58198,
5,3.12,-8.352813,0,5.46052,
6,3.12,-8.939348,0,3.213989,
7,3.12,-9.166334,0,0.8669979,
1,3.14,-1.699999,0,0.8499997,
2,3.14,-0.6575223,0,2.013985,
3,3.14,-1.402554,0,5.790781,
4,3.14,-2.000685,0,3.582646,
5,3.14,-8.345127,0,5.461538,
6,3.14,-8.932723,0,3.213948,
7,3.14,-9.160642,0,0.8660238,
1,3.16,-1.699999,0,0.8499997,
2,3.16,-0.6686854,0,2.016155,
3,3.16,-1.414759,0,5.79191,
4,3.16,-2.013333,0,3.583332,
5,3.16,-8.33078,0,5.462552,
6,3.16,-8.919433,0,3.213905,
7,3.16,-9.14828,0,0.8650525,
1,3.18,-1.699999,0,0.8499997,
2,3.18,-0.6731664,0,2.018341,
3,3.18,-1.420296,0,5.793039,
4,3.18,-2.019309,0,3.584023,
5,3.18,-8.3231,0,5.463565,
6,3.18,-8.912806,0,3.213866,
7,3.18,-9.142584,0,0.8640824,
1,3.2,-1.699999,0,0.8499997,
2,3.2,-0.6842474,0,2.020593,
3,3.2,-1.432503,0,5.794166,
4,3.2,-2.031959,0,3.584706,
5,3.2,-8.308759,0,5.464573,
6,3.2,-8.899513,0,3.213825,
7,3.2,-9.130219,0,0.8631151,
1,3.22,-1.749999,0,0.8749997,
2,3.22,-0.6886464,0,2.02286,
3,3.22,-1.438042,0,5.795293,
4,3.22,-2.037938,0,3.585394,
5,3.22,-8.301085,0,5.465581,
6,3.22,-8.892885,0,3.213786,
7,3.22,-9.124517,0,0.8621491,
1,3.24,-1.749999,0,0.8749997,
2,3.24,-0.6998629,0,2.024977,
3,3.24,-1.450251,0,5.796418,
4,3.24,-2.050562,0,3.586103,
5,3.24,-8.286749,0,5.466585,
6,3.24,-8.879591,0,3.213746,
7,3.24,-9.112148,0,0.8611859,
1,3.26,-1.749999,0,0.8749997,
2,3.26,-0.7043971,0,2.027109,
3,3.26,-1.455793,0,5.797543,
4,3.26,-2.056515,0,3.586817,
5,3.26,-8.279079,0,5.467587,
6,3.26,-8.872961,0,3.213709,
7,3.26,-9.106443,0,0.8602239,
1,3.28,-1.749999,0,0.8749997,
2,3.28,-0.7155294,0,2.02931,
3,3.28,-1.468003,0,5.798666,
4,3.28,-2.069142,0,3.587523,
5,3.28,-8.264748,0,5.468585,
6,3.28,-8.859667,0,3.213671,
7,3.28,-9.094069,0,0.8592647,
1,3.3,-1.799999,0,0.8999997,
2,3.3,-0.7199795,0,2.031527,
3,3.3,-1.473547,0,5.799788,
4,3.3,-2.075098,0,3.588234,
5,3.3,-8.257084,0,5.469582,
6,3.3,-8.853036,0,3.213635,
7,3.3,-9.08836,0,0.8583067,
1,3.32,-1.799999,0,0.8999997,
2,3.32,-0.7312508,0,2.033589,
3,3.32,-1.48576,0,5.800909,
4,3.32,-2.087699,0,3.588966,
5,3.32,-8.242758,0,5.470574,
6,3.32,-8.83974,0,3.213598,
7,3.32,-9.075981,0,0.8573515,
1,3.34,-1.799999,0,0.8999997,
2,3.34,-0.7358395,0,2.035667,
3,3.34,-1.491305,0,5.80203,
4,3.34,-2.093628,0,3.589704,
5,3.34,-8.235099,0,5.471566,
6,3.34,-8.833108,0,3.213563,
7,3.34,-9.070269,0,0.8563974,
1,3.36,-1.799999,0,0.8999997,
2,3.36,-0.7470247,0,2.037815,
3,3.36,-1.50352,0,5.803148,
4,3.36,-2.106232,0,3.590433,
5,3.36,-8.220778,0,5.472553,
6,3.36,-8.81981,0,3.213527,
7,3.36,-9.057886,0,0.8554462,
1,3.38,-1.849999,0,0.9249997,
2,3.38,-0.7515272,0,2.039979,
3,3.38,-1.509068,0,5.804267,
4,3.38,-2.112164,0,3.591168,
5,3.38,-8.213125,0,5.47354,
6,3.38,-8.813176,0,3.213494,
7,3.38,-9.05217,0,0.8544961,
1,3.4,-1.849999,0,0.9249997,
2,3.4,-0.7628546,0,2.041985,
3,3.4,-1.521284,0,5.805385,
4,3.4,-2.124741,0,3.591924,
5,3.4,-8.198809,0,5.474523,
6,3.4,-8.799878,0,3.213459,
7,3.4,-9.039783,0,0.8535488,
1,3.42,-1.849999,0,0.9249997,
2,3.42,-0.7674991,0,2.044007,
3,3.42,-1.526833,0,5.806502,
4,3.42,-2.130646,0,3.592686,
5,3.42,-8.19116,0,5.475504,
6,3.42,-8.793243,0,3.213427,
7,3.42,-9.034063,0,0.8526026,
1,3.44,-1.849999,0,0.9249997,
2,3.44,-0.7787384,0,2.046101,
3,3.44,-1.539051,0,5.807618,
4,3.44,-2.143225,0,3.59344,
5,3.44,-8.176849,0,5.476482,
6,3.44,-8.779943,0,3.213393,
7,3.44,-9.021673,0,0.8516591,
1,3.46,-1.899999,0,0.9499996,
2,3.46,-0.7832949,0,2.048211,
3,3.46,-1.544602,0,5.808733,
4,3.46,-2.149133,0,3.594199,
5,3.46,-8.169206,0,5.477458,
6,3.46,-8.773308,0,3.213362,
7,3.46,-9.015949,0,0.8507168,
1,3.48,-1.899999,0,0.9499996,
2,3.48,-0.7946795,0,2.05016,
3,3.48,-1.556822,0,5.809847,
4,3.48,-2.161684,0,3.594981,
5,3.48,-8.154901,0,5.478431,
6,3.48,-8.760008,0,3.213329,
7,3.48,-9.003555,0,0.8497772,
1,3.5,-1.899999,0,0.9499996,
2,3.5,-0.799381,0,2.052125,
3,3.5,-1.562374,0,5.810961,
4,3.5,-2.167564,0,3.595768,
5,3.5,-8.147263,0,5.479403,
6,3.5,-8.753371,0,3.2133,
7,3.5,-8.997827,0,0.8488389,
1,3.52,-1.899999,0,0.9499996,
2,3.52,-0.8106759,0,2.054164,
3,3.52,-1.574595,0,5.812073,
4,3.52,-2.180119,0,3.596547,
5,3.52,-8.132961,0,5.48037,
6,3.52,-8.740069,0,3.213268,
7,3.52,-8.985429,0,0.8479031,
1,3.54,-1.949999,0,0.9749996,
2,3.54,-0.8152876,0,2.056219,
3,3.54,-1.58015,0,5.813185,
4,3.54,-2.186002,0,3.59733,
5,3.54,-8.125328,0,5.481337,
6,3.54,-8.733432,0,3.213239,
7,3.54,-8.979696,0,0.8469685,
1,3.56,-1.949999,0,0.9749996,
2,3.56,-0.8267304,0,2.058109,
3,3.56,-1.592372,0,5.814296,
4,3.56,-2.198527,0,3.598138,
5,3.56,-8.111032,0,5.482299,
6,3.56,-8.720128,0,3.213209,
7,3.56,-8.967295,0,0.8460366,
1,3.58,-1.949999,0,0.9749996,
2,3.58,-0.83149,0,2.060016,
3,3.58,-1.597928,0,5.815407,
4,3.58,-2.204381,0,3.598951,
5,3.58,-8.103404,0,5.483261,
6,3.58,-8.713489,0,3.213181,
7,3.58,-8.961558,0,0.8451058,
1,3.6,-1.949999,0,0.9749996,
2,3.6,-0.8428415,0,2.061998,
3,3.6,-1.610152,0,5.816516,
4,3.6,-2.216909,0,3.599756,
5,3.6,-8.089112,0,5.484218,
6,3.6,-8.700185,0,3.213152,
7,3.6,-8.949153,0,0.8441777,
1,3.62,-1.999999,0,0.9999996,
2,3.62,-0.8475097,0,2.063997,
3,3.62,-1.615709,0,5.817626,
4,3.62,-2.222767,0,3.600565,
5,3.62,-8.081489,0,5.485175,
6,3.62,-8.693544,0,3.213125,
7,3.62,-8.943413,0,0.8432508,
1,3.64,-1.999999,0,0.9999996,
2,3.64,-0.8590119,0,2.065828,
3,3.64,-1.627934,0,5.818734,
4,3.64,-2.235265,0,3.6014,
5,3.64,-8.067203,0,5.486128,
6,3.64,-8.680239,0,3.213097,
7,3.64,-8.931004,0,0.8423263,
1,3.66,-1.999999,0,0.9999996,
2,3.66,-0.8638306,0,2.067676,
3,3.66,-1.633493,0,5.819842,
4,3.66,-2.241092,0,3.60224,
5,3.66,-8.059584,0,5.48708,
6,3.66,-8.673597,0,3.213072,
7,3.66,-8.925261,0,0.8414031,
1,3.68,-2.049999,0,1.025,
2,3.68,-0.8695353,0,2.068638,
3,3.68,-1.639606,0,5.820396,
4,3.68,-2.247344,0,3.602655,
5,3.68,-8.052443,0,5.487554,
6,3.68,-8.666945,0,3.213058,
7,3.68,-8.919054,0,0.8409428,
1,3.7,-2.049999,0,1.025,
2,3.7,-0.881155,0,2.070351,
3,3.7,-1.651833,0,5.821503,
4,3.7,-2.259811,0,3.60352,
5,3.7,-8.038162,0,5.488501,
6,3.7,-8.653639,0,3.213031,
7,3.7,-8.906641,0,0.8400231,
1,3.72,-2.049999,0,1.025,
2,3.72,-0.8860912,0,2.072082,
3,3.72,-1.657393,0,5.82261,
4,3.72,-2.265608,0,3.604391,
5,3.72,-8.030549,0,5.489448,
6,3.72,-8.646996,0,3.213006,
7,3.72,-8.900893,0,0.8391046,
1,3.74,-2.049999,0,1.025,
2,3.74,-0.8976171,0,2.073889,
3,3.74,-1.66962,0,5.823715,
4,3.74,-2.27808,0,3.605252,
5,3.74,-8.016273,0,5.49039,
6,3.74,-8.633689,0,3.21298,
7,3.74,-8.888476,0,0.8381886,
1,3.76,-2.099999,0,1.05,
2,3.76,-0.9024594,0,2.075714,
3,3.76,-1.675181,0,5.824821,
4,3.76,-2.28388,0,3.606118,
5,3.76,-8.008664,0,5.491332,
6,3.76,-8.627046,0,3.212957,
7,3.76,-8.882725,0,0.8372738,
1,3.78,-2.099999,0,1.05,
2,3.78,-0.9141386,0,2.077368,
3,3.78,-1.68741,0,5.825925,
4,3.78,-2.29632,0,3.607012,
5,3.78,-7.994393,0,5.492269,
6,3.78,-8.613738,0,3.212932,
7,3.78,-8.870304,0,0.8363615,
1,3.8,-2.099999,0,1.05,
2,3.8,-0.9191342,0,2.079039,
3,3.8,-1.692972,0,5.82703,
4,3.8,-2.302088,0,3.607911,
5,3.8,-7.98679,0,5.493206,
6,3.8,-8.607094,0,3.212909,
7,3.8,-8.864549,0,0.8354504,
1,3.82,-2.099999,0,1.05,
2,3.82,-0.9307186,0,2.080788,
3,3.82,-1.705202,0,5.828134,
4,3.82,-2.314531,0,3.608801,
5,3.82,-7.972524,0,5.494139,
6,3.82,-8.593784,0,3.212885,
7,3.82,-8.852124,0,0.8345416,
1,3.84,-2.149999,0,1.075,
2,3.84,-0.9356193,0,2.082554,
3,3.84,-1.710764,0,5.829237,
4,3.84,-2.320303,0,3.609695,
5,3.84,-7.964924,0,5.495071,
6,3.84,-8.587139,0,3.212863,
7,3.84,-8.846365,0,0.8336342,
1,3.86,-2.149999,0,1.075,
2,3.86,-0.9473589,0,2.084148,
3,3.86,-1.722995,0,5.830341,
4,3.86,-2.332713,0,3.610619,
5,3.86,-7.950662,0,5.496,
6,3.86,-8.57383,0,3.21284,
7,3.86,-8.833937,0,0.8327292,
1,3.88,-2.149999,0,1.075,
2,3.88,-0.9524149,0,2.085758,
3,3.88,-1.728558,0,5.831444,
4,3.88,-2.338451,0,3.611547,
5,3.88,-7.943068,0,5.496928,
6,3.88,-8.567183,0,3.212819,
7,3.88,-8.828174,0,0.8318254,
1,3.9,-2.149999,0,1.075,
2,3.9,-0.9640589,0,2.087448,
3,3.9,-1.74079,0,5.832546,
4,3.9,-2.350865,0,3.612467,
5,3.9,-7.92881,0,5.497852,
6,3.9,-8.553872,0,3.212797,
7,3.9,-8.815742,0,0.8309239,
1,3.92,-2.199999,0,1.1,
2,3.92,-0.9690192,0,2.089154,
3,3.92,-1.746354,0,5.833648,
4,3.92,-2.356607,0,3.613391,
