ID,Time,Position(x),Position(y),Position(z),
5,3.92,-7.92122,0,5.498776,
6,3.92,-8.547225,0,3.212777,
7,3.92,-8.809975,0,0.8300237,
1,3.94,-2.199999,0,1.1,
2,3.94,-0.9808201,0,2.090687,
3,3.94,-1.758586,0,5.83475,
4,3.94,-2.368987,0,3.614345,
5,3.94,-7.906967,0,5.499695,
6,3.94,-8.533914,0,3.212755,
7,3.94,-8.797539,0,0.8291258,
1,3.96,-2.199999,0,1.1,
2,3.96,-0.9859374,0,2.092236,
3,3.96,-1.764151,0,5.835851,
4,3.96,-2.374694,0,3.615304,
5,3.96,-7.899381,0,5.500615,
6,3.96,-8.527266,0,3.212736,
7,3.96,-8.791769,0,0.8282292,
1,3.98,-2.199999,0,1.1,
2,3.98,-0.9976421,0,2.093864,
3,3.98,-1.776384,0,5.836952,
4,3.98,-2.387078,0,3.616254,
5,3.98,-7.885132,0,5.50153,
6,3.98,-8.513952,0,3.212716,
7,3.98,-8.779329,0,0.8273349,
1,4,-2.249999,0,1.125,
2,4,-1.002663,0,2.09551,
3,4,-1.781949,0,5.838053,
4,4,-2.39279,0,3.617208,
5,4,-7.877551,0,5.502445,
6,4,-8.507304,0,3.212698,
7,4,-8.773556,0,0.8264419,
1,4.02,-2.249999,0,1.125,
2,4.02,-1.014526,0,2.09698,
3,4.02,-1.794182,0,5.839153,
4,4.02,-2.405137,0,3.618195,
5,4.02,-7.863307,0,5.503356,
6,4.02,-8.493991,0,3.212678,
7,4.02,-8.761112,0,0.8255512,
1,4.04,-2.249999,0,1.125,
2,4.04,-1.019706,0,2.098467,
3,4.04,-1.799748,0,5.840254,
4,4.04,-2.410813,0,3.619185,
5,4.04,-7.85573,0,5.504266,
6,4.04,-8.487342,0,3.21266,
7,4.04,-8.755335,0,0.8246617,
1,4.06,-2.249999,0,1.125,
2,4.06,-1.031472,0,2.100034,
3,4.06,-1.811982,0,5.841353,
4,4.06,-2.423165,0,3.620166,
5,4.06,-7.84149,0,5.505173,
6,4.06,-8.474029,0,3.212641,
7,4.06,-8.742889,0,0.8237744,
1,4.08,-2.299999,0,1.149999,
2,4.08,-1.036555,0,2.101618,
3,4.08,-1.817548,0,5.842453,
4,4.08,-2.428846,0,3.621152,
5,4.08,-7.833917,0,5.506079,
6,4.08,-8.467379,0,3.212625,
7,4.08,-8.737109,0,0.8228884,
1,4.1,-2.299999,0,1.149999,
2,4.1,-1.048481,0,2.103025,
3,4.1,-1.829782,0,5.843553,
4,4.1,-2.441161,0,3.622171,
5,4.1,-7.819682,0,5.506981,
6,4.1,-8.454063,0,3.212607,
7,4.1,-8.72466,0,0.8220047,
1,4.12,-2.299999,0,1.149999,
2,4.12,-1.053723,0,2.10445,
3,4.12,-1.835349,0,5.844653,
4,4.12,-2.446804,0,3.623194,
5,4.12,-7.812113,0,5.507883,
6,4.12,-8.447412,0,3.212591,
7,4.12,-8.718876,0,0.8211222,
1,4.14,-2.299999,0,1.149999,
2,4.14,-1.065552,0,2.105954,
3,4.14,-1.847583,0,5.845752,
4,4.14,-2.459124,0,3.624207,
5,4.14,-7.797882,0,5.508781,
6,4.14,-8.434097,0,3.212573,
7,4.14,-8.706423,0,0.820242,
1,4.16,-2.349999,0,1.174999,
2,4.16,-1.070698,0,2.107475,
3,4.16,-1.85315,0,5.846852,
4,4.16,-2.464773,0,3.625226,
5,4.16,-7.790317,0,5.509679,
6,4.16,-8.427445,0,3.212558,
7,4.16,-8.700635,0,0.819363,
1,4.18,-2.349999,0,1.174999,
2,4.18,-1.082687,0,2.108819,
3,4.18,-1.865384,0,5.847951,
4,4.18,-2.477054,0,3.626278,
5,4.18,-7.776089,0,5.510572,
6,4.18,-8.414128,0,3.212542,
7,4.18,-8.688178,0,0.8184862,
1,4.2,-2.349999,0,1.174999,
2,4.2,-1.0933,0,2.111539,
3,4.2,-1.876518,0,5.850151,
4,4.2,-2.488273,0,3.628392,
5,4.2,-7.760969,0,5.51236,
6,4.2,-8.400825,0,3.212513,
7,4.2,-8.676597,0,0.816735,
1,4.22,-2.349999,0,1.174999,
2,4.22,-1.097886,0,2.113619,
3,4.22,-1.881536,0,5.851799,
4,4.22,-2.493353,0,3.629978,
5,4.22,-7.752964,0,5.513698,
6,4.22,-8.394177,0,3.212493,
7,4.22,-8.671242,0,0.8154236,
1,4.24,-2.349999,0,1.174999,
2,4.24,-1.109725,0,2.115114,
3,4.24,-1.893771,0,5.852898,
4,4.24,-2.505645,0,3.63102,
5,4.24,-7.738745,0,5.514583,
6,4.24,-8.380858,0,3.212478,
7,4.24,-8.658777,0,0.8145545,
1,4.26,-2.399999,0,1.199999,
2,4.26,-1.114879,0,2.116627,
3,4.26,-1.899338,0,5.853997,
4,4.26,-2.511266,0,3.632066,
5,4.26,-7.731194,0,5.515468,
6,4.26,-8.374205,0,3.212465,
7,4.26,-8.652979,0,0.8136866,
1,4.28,-2.399999,0,1.199999,
2,4.28,-1.126882,0,2.117957,
3,4.28,-1.911573,0,5.855096,
4,4.28,-2.523518,0,3.633147,
5,4.28,-7.71698,0,5.516349,
6,4.28,-8.360886,0,3.212451,
7,4.28,-8.640511,0,0.8128209,
1,4.3,-2.399999,0,1.199999,
2,4.3,-1.1322,0,2.119305,
3,4.3,-1.91714,0,5.856195,
4,4.3,-2.529099,0,3.634233,
5,4.3,-7.709433,0,5.517229,
6,4.3,-8.354231,0,3.212438,
7,4.3,-8.634708,0,0.8119564,
1,4.32,-2.399999,0,1.199999,
2,4.32,-1.144105,0,2.120734,
3,4.32,-1.929375,0,5.857294,
4,4.32,-2.541356,0,3.635309,
5,4.32,-7.695223,0,5.518106,
6,4.32,-8.340912,0,3.212425,
7,4.32,-8.622238,0,0.811094,
1,4.34,-2.449999,0,1.224999,
2,4.34,-1.149325,0,2.122181,
3,4.34,-1.934942,0,5.858393,
4,4.34,-2.546942,0,3.636389,
5,4.34,-7.68768,0,5.518982,
6,4.34,-8.334256,0,3.212413,
7,4.34,-8.616432,0,0.8102329,
1,4.36,-2.449999,0,1.224999,
2,4.36,-1.161394,0,2.123445,
3,4.36,-1.947176,0,5.859492,
4,4.36,-2.559159,0,3.637506,
5,4.36,-7.673474,0,5.519855,
6,4.36,-8.320935,0,3.2124,
7,4.36,-8.603958,0,0.8093739,
1,4.38,-2.449999,0,1.224999,
2,4.38,-1.16678,0,2.124726,
3,4.38,-1.952744,0,5.860592,
4,4.38,-2.564704,0,3.638627,
5,4.38,-7.665935,0,5.520727,
6,4.38,-8.31428,0,3.212389,
7,4.38,-8.598149,0,0.808516,
1,4.4,-2.449999,0,1.224999,
2,4.4,-1.178751,0,2.126088,
3,4.4,-1.964978,0,5.861691,
4,4.4,-2.576926,0,3.639738,
5,4.4,-7.651732,0,5.521596,
6,4.4,-8.300959,0,3.212377,
7,4.4,-8.585671,0,0.8076603,
1,4.42,-2.499999,0,1.249999,
2,4.42,-1.184039,0,2.127467,
3,4.42,-1.970545,0,5.862791,
4,4.42,-2.582478,0,3.640854,
5,4.42,-7.644197,0,5.522464,
6,4.42,-8.294302,0,3.212366,
7,4.42,-8.57986,0,0.8068058,
1,4.44,-2.499999,0,1.249999,
2,4.44,-1.196175,0,2.128664,
3,4.44,-1.982778,0,5.863891,
4,4.44,-2.594657,0,3.642008,
5,4.44,-7.629999,0,5.523329,
6,4.44,-8.280981,0,3.212354,
7,4.44,-8.567378,0,0.8059534,
1,4.46,-2.499999,0,1.249999,
2,4.46,-1.207081,0,2.131091,
3,4.46,-1.993912,0,5.866091,
4,4.46,-2.605674,0,3.644324,
5,4.46,-7.614937,0,5.525058,
6,4.46,-8.267668,0,3.212335,
7,4.46,-8.555747,0,0.804251,
1,4.48,-2.499999,0,1.249999,
2,4.48,-1.211887,0,2.132952,
3,4.48,-1.998928,0,5.867741,
4,4.48,-2.610603,0,3.646062,
5,4.48,-7.606975,0,5.526354,
6,4.48,-8.261014,0,3.212323,
7,4.48,-8.550355,0,0.802976,
1,4.5,-2.499999,0,1.249999,
2,4.5,-1.223869,0,2.134303,
3,4.5,-2.011161,0,5.868842,
4,4.5,-2.622796,0,3.647203,
5,4.5,-7.592785,0,5.52721,
6,4.5,-8.247691,0,3.212312,
7,4.5,-8.537868,0,0.8021309,
1,4.52,-2.549999,0,1.274999,
2,4.52,-1.229168,0,2.135671,
3,4.52,-2.016726,0,5.869942,
4,4.52,-2.628317,0,3.648348,
5,4.52,-7.585262,0,5.528066,
6,4.52,-8.241033,0,3.212304,
7,4.52,-8.532044,0,0.801287,
1,4.54,-2.549999,0,1.274999,
2,4.54,-1.241318,0,2.136854,
3,4.54,-2.028959,0,5.871044,
4,4.54,-2.640466,0,3.649533,
5,4.54,-7.571076,0,5.528919,
6,4.54,-8.22771,0,3.212294,
7,4.54,-8.519553,0,0.800445,
1,4.56,-2.549999,0,1.274999,
2,4.56,-1.252252,0,2.139254,
3,4.56,-2.040089,0,5.873247,
4,4.56,-2.651421,0,3.651911,
5,4.56,-7.556038,0,5.530624,
6,4.56,-8.214393,0,3.212279,
7,4.56,-8.507901,0,0.7987636,
1,4.58,-2.549999,0,1.274999,
2,4.58,-1.257079,0,2.141094,
3,4.58,-2.045103,0,5.874899,
4,4.58,-2.656303,0,3.653695,
5,4.58,-7.548094,0,5.531901,
6,4.58,-8.207736,0,3.212269,
7,4.58,-8.502494,0,0.7975044,
1,4.6,-2.549999,0,1.274999,
2,4.6,-1.269074,0,2.142432,
3,4.6,-2.057334,0,5.876001,
4,4.6,-2.668466,0,3.654866,
5,4.6,-7.533916,0,5.532746,
6,4.6,-8.194411,0,3.21226,
7,4.6,-8.489995,0,0.7966697,
1,4.62,-2.599999,0,1.299999,
2,4.62,-1.274384,0,2.143788,
3,4.62,-2.062898,0,5.877104,
4,4.62,-2.673957,0,3.656041,
5,4.62,-7.526405,0,5.53359,
6,4.62,-8.187751,0,3.212254,
7,4.62,-8.484162,0,0.7958362,
1,4.64,-2.599999,0,1.299999,
2,4.64,-1.286551,0,2.144955,
3,4.64,-2.075129,0,5.878207,
4,4.64,-2.686074,0,3.657257,
5,4.64,-7.512231,0,5.534431,
6,4.64,-8.174426,0,3.212245,
7,4.64,-8.47166,0,0.7950045,
1,4.66,-2.599999,0,1.299999,
2,4.66,-1.292033,0,2.146139,
3,4.66,-2.080692,0,5.879311,
4,4.66,-2.69152,0,3.658478,
5,4.66,-7.504724,0,5.535272,
6,4.66,-8.167766,0,3.21224,
7,4.66,-8.465823,0,0.7941741,
1,4.68,-2.599999,0,1.299999,
2,4.68,-1.304101,0,2.147405,
3,4.68,-2.092921,0,5.880414,
4,4.68,-2.703645,0,3.659687,
5,4.68,-7.490553,0,5.536109,
6,4.68,-8.154441,0,3.212232,
7,4.68,-8.453319,0,0.7933456,
1,4.7,-2.649999,0,1.324999,
2,4.7,-1.309484,0,2.148689,
3,4.7,-2.098484,0,5.881518,
4,4.7,-2.709098,0,3.6609,
5,4.7,-7.483049,0,5.536946,
6,4.7,-8.147779,0,3.212226,
7,4.7,-8.447479,0,0.7925184,
1,4.72,-2.649999,0,1.324999,
2,4.72,-1.321723,0,2.149783,
3,4.72,-2.110713,0,5.882622,
4,4.72,-2.721176,0,3.662155,
5,4.72,-7.468883,0,5.537779,
6,4.72,-8.134453,0,3.212219,
7,4.72,-8.434971,0,0.791693,
1,4.74,-2.649999,0,1.324999,
2,4.74,-1.327278,0,2.150895,
3,4.74,-2.116274,0,5.883727,
4,4.74,-2.726583,0,3.663415,
5,4.74,-7.461382,0,5.538613,
6,4.74,-8.127791,0,3.212214,
7,4.74,-8.429129,0,0.7908688,
1,4.76,-2.649999,0,1.324999,
2,4.76,-1.339419,0,2.152087,
3,4.76,-2.128502,0,5.884832,
4,4.76,-2.738668,0,3.664664,
5,4.76,-7.447218,0,5.539443,
6,4.76,-8.114465,0,3.212208,
7,4.76,-8.416618,0,0.7900465,
1,4.78,-2.699999,0,1.349999,
2,4.78,-1.344876,0,2.153297,
3,4.78,-2.134063,0,5.885938,
4,4.78,-2.744082,0,3.665916,
5,4.78,-7.439722,0,5.540274,
6,4.78,-8.107802,0,3.212203,
7,4.78,-8.410772,0,0.7892254,
1,4.8,-2.699999,0,1.349999,
2,4.8,-1.357187,0,2.154319,
3,4.8,-2.146289,0,5.887045,
4,4.8,-2.756119,0,3.667212,
5,4.8,-7.425561,0,5.541101,
6,4.8,-8.094476,0,3.212197,
7,4.8,-8.398258,0,0.7884062,
1,4.82,-2.699999,0,1.349999,
2,4.82,-1.362815,0,2.155357,
3,4.82,-2.151849,0,5.888153,
4,4.82,-2.761486,0,3.668513,
5,4.82,-7.418068,0,5.541927,
6,4.82,-8.087813,0,3.212193,
7,4.82,-8.392409,0,0.7875881,
1,4.84,-2.699999,0,1.349999,
2,4.84,-1.37503,0,2.156476,
3,4.84,-2.164075,0,5.889261,
4,4.84,-2.77353,0,3.669801,
5,4.84,-7.403911,0,5.542751,
6,4.84,-8.074487,0,3.212187,
7,4.84,-8.379891,0,0.7867719,
1,4.86,-2.699999,0,1.349999,
2,4.86,-1.386092,0,2.158748,
3,4.86,-2.175192,0,5.891477,
4,4.86,-2.784277,0,3.672387,
5,4.86,-7.38893,0,5.544398,
6,4.86,-8.06116,0,3.21218,
7,4.86,-8.368188,0,0.7851418,
1,4.88,-2.749999,0,1.374999,
2,4.88,-1.391013,0,2.160493,
3,4.88,-2.180196,0,5.89314,
4,4.88,-2.789004,0,3.674327,
5,4.88,-7.38103,0,5.545632,
6,4.88,-8.054497,0,3.212176,
7,4.88,-8.362742,0,0.7839211,
1,4.9,-2.749999,0,1.374999,
2,4.9,-1.403343,0,2.161496,
3,4.9,-2.192418,0,5.89425,
4,4.9,-2.801009,0,3.675656,
5,4.9,-7.36688,0,5.546448,
6,4.9,-8.041168,0,3.212172,
7,4.9,-8.350219,0,0.7831116,
1,4.92,-2.749999,0,1.374999,
2,4.92,-1.40899,0,2.162516,
3,4.92,-2.197974,0,5.89536,
4,4.92,-2.806342,0,3.67699,
5,4.92,-7.359398,0,5.547264,
6,4.92,-8.034504,0,3.212169,
7,4.92,-8.34436,0,0.7823034,
1,4.94,-2.749999,0,1.374999,
2,4.94,-1.421222,0,2.163617,
3,4.94,-2.210196,0,5.896472,
4,4.94,-2.818354,0,3.678311,
5,4.94,-7.345252,0,5.548077,
6,4.94,-8.021175,0,3.212165,
7,4.94,-8.331833,0,0.7814969,
1,4.96,-2.749999,0,1.374999,
2,4.96,-1.43232,0,2.165853,
3,4.96,-2.221305,0,5.898696,
4,4.96,-2.829036,0,3.680963,
5,4.96,-7.330294,0,5.549702,
6,4.96,-8.007847,0,3.212161,
7,4.96,-8.32011,0,0.7798864,
1,4.98,-2.799999,0,1.399999,
2,4.98,-1.437268,0,2.167571,
3,4.98,-2.226304,0,5.900365,
4,4.98,-2.833714,0,3.682951,
5,4.98,-7.32241,0,5.550919,
6,4.98,-8.001182,0,3.212159,
7,4.98,-8.31465,0,0.7786802,
1,5,-2.799999,0,1.399999,
2,5,-1.449618,0,2.168555,
3,5,-2.238522,0,5.90148,
4,5,-2.845685,0,3.684314,
5,5,-7.30827,0,5.551725,
6,5,-7.987851,0,3.212156,
7,5,-8.302116,0,0.7778803,
1,5.02,-2.799999,0,1.399999,
2,5.02,-1.455285,0,2.169554,
3,5.02,-2.244074,0,5.902595,
4,5.02,-2.850984,0,3.68568,
5,5.02,-7.300798,0,5.55253,
6,5.02,-7.981185,0,3.212155,
7,5.02,-8.296248,0,0.7770817,
1,5.04,-2.799999,0,1.399999,
2,5.04,-1.467537,0,2.170635,
3,5.04,-2.256291,0,5.90371,
4,5.04,-2.862963,0,3.687035,
5,5.04,-7.286663,0,5.553332,
6,5.04,-7.967855,0,3.212152,
7,5.04,-8.283711,0,0.7762848,
1,5.06,-2.799999,0,1.399999,
2,5.06,-1.478675,0,2.172832,
3,5.06,-2.267391,0,5.905943,
4,5.06,-2.873579,0,3.689752,
5,5.06,-7.271726,0,5.554936,
6,5.06,-7.954523,0,3.21215,
7,5.06,-8.27197,0,0.7746933,
1,5.08,-2.849998,0,1.424999,
2,5.08,-1.483652,0,2.17452,
3,5.08,-2.272383,0,5.907618,
4,5.08,-2.878208,0,3.69179,
5,5.08,-7.263857,0,5.556138,
6,5.08,-7.947855,0,3.212151,
7,5.08,-8.266495,0,0.7735014,
1,5.1,-2.849998,0,1.424999,
2,5.1,-1.496025,0,2.175482,
3,5.1,-2.284597,0,5.908738,
4,5.1,-2.890146,0,3.693186,
5,5.1,-7.249729,0,5.556933,
6,5.1,-7.934524,0,3.212149,
7,5.1,-8.253952,0,0.7727109,
1,5.12,-2.849998,0,1.424999,
2,5.12,-1.507402,0,2.177437,
3,5.12,-2.29569,0,5.910977,
4,5.12,-2.900678,0,3.695987,
5,5.12,-7.234806,0,5.558523,
6,5.12,-7.921191,0,3.212149,
7,5.12,-8.242197,0,0.7711323,
1,5.14,-2.849998,0,1.424999,
2,5.14,-1.512562,0,2.178944,
3,5.14,-2.300677,0,5.912657,
4,5.14,-2.905244,0,3.698087,
5,5.14,-7.226948,0,5.559714,
6,5.14,-7.914522,0,3.212151,
7,5.14,-8.236712,0,0.7699501,
1,5.16,-2.849998,0,1.424999,
2,5.16,-1.524776,0,2.180064,
3,5.16,-2.312887,0,5.91378,
4,5.16,-2.9172,0,3.699465,
5,5.16,-7.212826,0,5.560503,
6,5.16,-7.90119,0,3.21215,
7,5.16,-8.224164,0,0.7691661,
1,5.18,-2.849998,0,1.424999,
2,5.18,-1.535834,0,2.182338,
3,5.18,-2.323974,0,5.916026,
4,5.18,-2.92777,0,3.702228,
5,5.18,-7.197916,0,5.562079,
6,5.18,-7.887855,0,3.212152,
7,5.18,-8.212396,0,0.7676002,
1,5.2,-2.899998,0,1.449999,
2,5.2,-1.540753,0,2.184087,
3,5.2,-2.328955,0,5.917711,
4,5.2,-2.932364,0,3.704301,
5,5.2,-7.190068,0,5.563261,
6,5.2,-7.881185,0,3.212155,
7,5.2,-8.206902,0,0.7664276,
1,5.22,-2.899998,0,1.449999,
2,5.22,-1.553091,0,2.185081,
3,5.22,-2.341162,0,5.918837,
4,5.22,-2.944278,0,3.705721,
5,5.22,-7.175953,0,5.564043,
6,5.22,-7.867852,0,3.212154,
7,5.22,-8.194345,0,0.7656497,
1,5.24,-2.899998,0,1.449999,
2,5.24,-1.564402,0,2.187104,
3,5.24,-2.352242,0,5.921091,
4,5.24,-2.954762,0,3.708569,
5,5.24,-7.161057,0,5.565606,
6,5.24,-7.854515,0,3.212158,
7,5.24,-8.182566,0,0.7640964,
1,5.26,-2.899998,0,1.449999,
2,5.26,-1.56951,0,2.188663,
3,5.26,-2.357218,0,5.922781,
4,5.26,-2.959293,0,3.710705,
5,5.26,-7.153219,0,5.566777,
6,5.26,-7.847844,0,3.212162,
7,5.26,-8.177062,0,0.7629331,
1,5.28,-2.899998,0,1.449999,
2,5.28,-1.581687,0,2.189819,
3,5.28,-2.369421,0,5.923912,
4,5.28,-2.971227,0,3.712105,
5,5.28,-7.13911,0,5.567552,
6,5.28,-7.83451,0,3.212162,
7,5.28,-8.1645,0,0.7621615,
1,5.3,-2.949998,0,1.474999,
2,5.3,-1.58718,0,2.190993,
3,5.3,-2.374957,0,5.925042,
4,5.3,-2.976489,0,3.71351,
5,5.3,-7.131668,0,5.568327,
6,5.3,-7.827841,0,3.212165,
7,5.3,-8.158604,0,0.761391,
1,5.32,-2.949998,0,1.474999,
2,5.32,-1.599545,0,2.191961,
3,5.32,-2.387159,0,5.926174,
4,5.32,-2.988368,0,3.714963,
5,5.32,-7.117562,0,5.5691,
6,5.32,-7.814507,0,3.212166,
7,5.32,-8.14604,0,0.7606221,
1,5.34,-2.949998,0,1.474999,
2,5.34,-1.610909,0,2.193931,
3,5.34,-2.398227,0,5.928439,
4,5.34,-2.998785,0,3.71788,
5,5.34,-7.102684,0,5.570645,
6,5.34,-7.801168,0,3.212172,
7,5.34,-8.134243,0,0.7590866,
1,5.36,-2.949998,0,1.474999,
2,5.36,-1.616057,0,2.19545,
3,5.36,-2.403194,0,5.930139,
4,5.36,-3.003265,0,3.720067,
5,5.36,-7.09486,0,5.571803,
6,5.36,-7.794496,0,3.212178,
7,5.36,-8.128726,0,0.7579365,
1,5.38,-2.949998,0,1.474999,
2,5.38,-1.62826,0,2.19658,
3,5.38,-2.415391,0,5.931274,
4,5.38,-3.015165,0,3.7215,
5,5.38,-7.08076,0,5.572569,
6,5.38,-7.781161,0,3.212179,
7,5.38,-8.116155,0,0.7571737,
1,5.4,-2.999998,0,1.499999,
2,5.4,-1.633779,0,2.197728,
3,5.4,-2.420921,0,5.932411,
4,5.4,-3.020394,0,3.722938,
5,5.4,-7.073327,0,5.573336,
6,5.4,-7.774491,0,3.212183,
7,5.4,-8.11025,0,0.756412,
1,5.42,-2.999998,0,1.499999,
2,5.42,-1.646172,0,2.198667,
3,5.42,-2.433116,0,5.933549,
4,5.42,-3.032239,0,3.724426,
5,5.42,-7.059229,0,5.5741,
6,5.42,-7.761156,0,3.212184,
7,5.42,-8.097676,0,0.7556517,
1,5.44,-2.999998,0,1.499999,
2,5.44,-1.657593,0,2.20058,
3,5.44,-2.444172,0,5.935827,
4,5.44,-3.042587,0,3.727411,
5,5.44,-7.044368,0,5.575627,
6,5.44,-7.747815,0,3.212192,
7,5.44,-8.08586,0,0.7541335,
1,5.46,-2.999998,0,1.499999,
2,5.46,-1.662783,0,2.202057,
3,5.46,-2.44913,0,5.937536,
4,5.46,-3.047016,0,3.729649,
5,5.46,-7.036557,0,5.576772,
6,5.46,-7.741141,0,3.212199,
7,5.46,-8.080331,0,0.7529964,
1,5.48,-2.999998,0,1.499999,
2,5.48,-1.675014,0,2.203159,
3,5.48,-2.461321,0,5.938678,
4,5.48,-3.058882,0,3.731116,
5,5.48,-7.022465,0,5.57753,
6,5.48,-7.727805,0,3.212202,
7,5.48,-8.067752,0,0.752242,
1,5.5,-3.049998,0,1.524999,
2,5.5,-1.68056,0,2.204279,
3,5.5,-2.466845,0,5.939821,
4,5.5,-3.064078,0,3.732587,
5,5.5,-7.01504,0,5.578289,
6,5.5,-7.721134,0,3.212206,
7,5.5,-8.061838,0,0.7514889,
1,5.52,-3.049998,0,1.524999,
2,5.52,-1.692984,0,2.205189,
3,5.52,-2.479033,0,5.940967,
4,5.52,-3.075889,0,3.734109,
5,5.52,-7.000951,0,5.579045,
6,5.52,-7.707798,0,3.212209,
7,5.52,-8.049257,0,0.750737,
1,5.54,-3.049998,0,1.524999,
2,5.54,-1.698725,0,2.206115,
3,5.54,-2.484554,0,5.942112,
4,5.54,-3.081029,0,3.735636,
5,5.54,-6.993528,0,5.579801,
6,5.54,-7.701126,0,3.212214,
7,5.54,-8.043342,0,0.7499864,
1,5.56,-3.049998,0,1.524999,
2,5.56,-1.711049,0,2.207124,
3,5.56,-2.49674,0,5.943259,
4,5.56,-3.09285,0,3.737148,
5,5.56,-6.979442,0,5.580554,
6,5.56,-7.68779,0,3.212217,
7,5.56,-8.030757,0,0.7492371,
1,5.58,-3.049998,0,1.524999,
2,5.58,-1.722328,0,2.209178,
3,5.58,-2.507778,0,5.945555,
4,5.58,-3.10315,0,3.740181,
5,5.58,-6.964602,0,5.582061,
6,5.58,-7.674446,0,3.212228,
7,5.58,-8.01892,0,0.7477409,
1,5.6,-3.099998,0,1.549999,
2,5.6,-1.727411,0,2.210762,
3,5.6,-2.512722,0,5.947277,
4,5.6,-3.107543,0,3.742455,
5,5.6,-6.956806,0,5.58319,
6,5.6,-7.66777,0,3.212237,
7,5.6,-8.013374,0,0.7466203,
1,5.62,-3.099998,0,1.549999,
2,5.62,-1.739867,0,2.211639,
3,5.62,-2.524903,0,5.948429,
4,5.62,-3.11932,0,3.744012,
5,5.62,-6.942724,0,5.583939,
6,5.62,-7.654433,0,3.212241,
7,5.62,-8.000784,0,0.7458767,
1,5.64,-3.099998,0,1.549999,
2,5.64,-1.751413,0,2.213427,
3,5.64,-2.53593,0,5.950735,
4,5.64,-3.129531,0,3.747134,
5,5.64,-6.927894,0,5.585435,
6,5.64,-7.641088,0,3.212253,
7,5.64,-7.988935,0,0.7443917,
1,5.66,-3.099998,0,1.549999,
2,5.66,-1.756698,0,2.214809,
3,5.66,-2.540866,0,5.952466,
4,5.66,-3.133857,0,3.749475,
5,5.66,-6.920106,0,5.586556,
6,5.66,-7.634411,0,3.212263,
7,5.66,-7.983381,0,0.7432795,
1,5.68,-3.099998,0,1.549999,
2,5.68,-1.768991,0,2.215849,
3,5.68,-2.553042,0,5.953623,
4,5.68,-3.145657,0,3.751008,
5,5.68,-6.90603,0,5.587299,
6,5.68,-7.621073,0,3.212267,
7,5.68,-7.970786,0,0.7425416,
1,5.7,-3.149998,0,1.574999,
2,5.7,-1.774599,0,2.216907,
3,5.7,-2.558551,0,5.954782,
4,5.7,-3.150786,0,3.752545,
5,5.7,-6.898621,0,5.588042,
6,5.7,-7.6144,0,3.212274,
7,5.7,-7.964856,0,0.7418047,
1,5.72,-3.149998,0,1.574999,
2,5.72,-1.787089,0,2.21775,
3,5.72,-2.570723,0,5.955942,
4,5.72,-3.162529,0,3.754136,
5,5.72,-6.884546,0,5.588783,
6,5.72,-7.601062,0,3.212278,
7,5.72,-7.952258,0,0.7410691,
1,5.74,-3.149998,0,1.574999,
2,5.74,-1.792896,0,2.21861,
3,5.74,-2.576229,0,5.957103,
4,5.74,-3.1676,0,3.755732,
5,5.74,-6.877139,0,5.589524,
6,5.74,-7.594389,0,3.212285,
7,5.74,-7.946325,0,0.7403346,
1,5.76,-3.149998,0,1.574999,
2,5.76,-1.805287,0,2.219552,
3,5.76,-2.588399,0,5.958266,
4,5.76,-3.179353,0,3.757312,
5,5.76,-6.863066,0,5.590263,
6,5.76,-7.581051,0,3.21229,
7,5.76,-7.933725,0,0.7396013,
1,5.78,-3.149998,0,1.574999,
2,5.78,-1.8167,0,2.221473,
3,5.78,-2.599406,0,5.960593,
4,5.78,-3.189517,0,3.760481,
5,5.78,-6.848255,0,5.591741,
6,5.78,-7.567703,0,3.212304,
7,5.78,-7.921856,0,0.7381372,
1,5.8,-3.199998,0,1.599999,
2,5.8,-1.821883,0,2.222956,
3,5.8,-2.604326,0,5.962339,
4,5.8,-3.19381,0,3.762855,
5,5.8,-6.84048,0,5.592849,
6,5.8,-7.561025,0,3.212316,
7,5.8,-7.916286,0,0.7370406,
1,5.82,-3.199998,0,1.599999,
2,5.82,-1.834409,0,2.223763,
3,5.82,-2.61649,0,5.963508,
4,5.82,-3.205517,0,3.764481,
5,5.82,-6.826413,0,5.593583,
6,5.82,-7.547686,0,3.212322,
7,5.82,-7.90368,0,0.7363127,
1,5.84,-3.199998,0,1.599999,
2,5.84,-1.846096,0,2.22541,
3,5.84,-2.627485,0,5.965847,
4,5.84,-3.215591,0,3.76774,
5,5.84,-6.81161,0,5.595053,
6,5.84,-7.534337,0,3.212337,
7,5.84,-7.8918,0,0.7348592,
1,5.86,-3.199998,0,1.599999,
2,5.86,-1.851486,0,2.226687,
3,5.86,-2.632396,0,5.967603,
4,5.86,-3.219815,0,3.770183,
5,5.86,-6.803842,0,5.596154,
6,5.86,-7.527658,0,3.21235,
7,5.86,-7.886222,0,0.7337705,
1,5.88,-3.199998,0,1.599999,
2,5.88,-1.863849,0,2.227657,
3,5.88,-2.644554,0,5.968778,
4,5.88,-3.231549,0,3.771783,
5,5.88,-6.789778,0,5.596884,
6,5.88,-7.514318,0,3.212357,
7,5.88,-7.873612,0,0.733048,
1,5.9,-3.249998,0,1.624999,
2,5.9,-1.869528,0,2.228644,
3,5.9,-2.650046,0,5.969953,
4,5.9,-3.236612,0,3.773386,
5,5.9,-6.782381,0,5.597615,
6,5.9,-7.507644,0,3.212365,
7,5.9,-7.867667,0,0.7323266,
