ID,Time,Position (x,y,z)
0,13.33336,(-0.3, 0.0, 6.7)
1,13.33336,(-0.9, 0.0, 6.7)
0,13.34993,(-0.3, 0.0, 6.7)
1,13.34993,(-0.9, 0.0, 6.7)
0,13.3665,(-0.3, 0.0, 6.7)
1,13.3665,(-0.9, 0.0, 6.7)
0,13.38306,(-0.3, 0.0, 6.7)
1,13.38306,(-0.9, 0.0, 6.7)
0,13.39963,(-0.3, 0.0, 6.7)
1,13.39963,(-0.9, 0.0, 6.7)
0,13.4162,(-0.3, 0.0, 6.7)
1,13.4162,(-0.9, 0.0, 6.7)
0,13.43482,(-0.3, 0.0, 6.7)
1,13.43482,(-0.9, 0.0, 6.7)
0,13.45303,(-0.3, 0.0, 6.7)
1,13.45303,(-0.9, 0.0, 6.7)
0,13.47135,(-0.3, 0.0, 6.7)
1,13.47135,(-0.9, 0.0, 6.7)
0,13.49647,(-0.3, 0.0, 6.7)
1,13.49647,(-0.9, 0.0, 6.7)
0,13.51432,(-0.3, 0.0, 6.7)
1,13.51432,(-0.9, 0.0, 6.7)
0,13.53291,(-0.3, 0.0, 6.7)
1,13.53291,(-0.9, 0.0, 6.7)
0,13.55135,(-0.3, 0.0, 6.7)
1,13.55135,(-0.9, 0.0, 6.7)
0,13.56937,(-0.3, 0.0, 6.7)
1,13.56937,(-0.9, 0.0, 6.7)
0,13.58789,(-0.3, 0.0, 6.7)
1,13.58789,(-0.9, 0.0, 6.7)
0,13.60614,(-0.3, 0.0, 6.7)
1,13.60614,(-0.9, 0.0, 6.7)
0,13.62386,(-0.3, 0.0, 6.7)
1,13.62386,(-0.9, 0.0, 6.7)
0,13.64102,(-0.3, 0.0, 6.7)
1,13.64102,(-0.9, 0.0, 6.7)
0,13.65928,(-0.3, 0.0, 6.7)
1,13.65928,(-0.9, 0.0, 6.7)
0,13.67728,(-0.3, 0.0, 6.7)
1,13.67728,(-0.9, 0.0, 6.7)
0,13.69546,(-0.3, 0.0, 6.7)
1,13.69546,(-0.9, 0.0, 6.7)
0,13.71282,(-0.3, 0.0, 6.7)
1,13.71282,(-0.9, 0.0, 6.7)
0,13.7371,(-0.3, 0.0, 6.7)
1,13.7371,(-0.9, 0.0, 6.7)
0,13.7561,(-0.3, 0.0, 6.7)
1,13.7561,(-0.9, 0.0, 6.7)
0,13.77626,(-0.3, 0.0, 6.7)
1,13.77626,(-0.9, 0.0, 6.7)
0,13.79535,(-0.3, 0.0, 6.7)
1,13.79535,(-0.9, 0.0, 6.7)
0,13.81376,(-0.3, 0.0, 6.7)
1,13.81376,(-0.9, 0.0, 6.7)
0,13.83308,(-0.3, 0.0, 6.7)
1,13.83308,(-0.9, 0.0, 6.7)
0,13.85162,(-0.3, 0.0, 6.7)
1,13.85162,(-0.9, 0.0, 6.7)
0,13.87171,(-0.3, 0.0, 6.7)
1,13.87171,(-0.9, 0.0, 6.7)
0,13.88993,(-0.3, 0.0, 6.7)
1,13.88993,(-0.9, 0.0, 6.7)
0,13.90957,(-0.3, 0.0, 6.7)
1,13.90957,(-0.9, 0.0, 6.7)
0,13.92922,(-0.3, 0.0, 6.7)
1,13.92922,(-0.9, 0.0, 6.7)
0,13.94884,(-0.3, 0.0, 6.7)
1,13.94884,(-0.9, 0.0, 6.7)
0,13.99961,(-0.3, 0.0, 6.7)
1,13.99961,(-0.9, 0.0, 6.7)
0,14.05319,(-0.3, 0.0, 6.7)
1,14.05319,(-0.9, 0.0, 6.7)
0,14.11091,(-0.3, 0.0, 6.7)
1,14.11091,(-0.9, 0.0, 6.7)
0,14.16289,(-0.3, 0.0, 6.7)
1,14.16289,(-0.9, 0.0, 6.7)
0,14.18304,(-0.3, 0.0, 6.7)
1,14.18304,(-0.9, 0.0, 6.7)
0,14.20348,(-0.3, 0.0, 6.7)
1,14.20348,(-0.9, 0.0, 6.7)
0,14.22302,(-0.3, 0.0, 6.7)
1,14.22302,(-0.9, 0.0, 6.7)
0,14.24227,(-0.3, 0.0, 6.7)
1,14.24227,(-0.9, 0.0, 6.7)
0,14.26402,(-0.3, 0.0, 6.7)
1,14.26402,(-0.9, 0.0, 6.7)
0,14.28486,(-0.3, 0.0, 6.7)
1,14.28486,(-0.9, 0.0, 6.7)
0,14.30538,(-0.3, 0.0, 6.7)
1,14.30538,(-0.9, 0.0, 6.7)
0,14.3259,(-0.3, 0.0, 6.7)
1,14.3259,(-0.9, 0.0, 6.7)
0,14.34709,(-0.3, 0.0, 6.7)
1,14.34709,(-0.9, 0.0, 6.7)
0,14.3669,(-0.3, 0.0, 6.7)
1,14.3669,(-0.9, 0.0, 6.7)
0,14.38801,(-0.3, 0.0, 6.7)
1,14.38801,(-0.9, 0.0, 6.7)
0,14.41689,(-0.3, 0.0, 6.7)
1,14.41689,(-0.9, 0.0, 6.7)
0,14.43888,(-0.3, 0.0, 6.7)
1,14.43888,(-0.9, 0.0, 6.7)
0,14.4586,(-0.3, 0.0, 6.7)
1,14.4586,(-0.9, 0.0, 6.7)
0,14.47842,(-0.3, 0.0, 6.7)
1,14.47842,(-0.9, 0.0, 6.7)
0,14.49737,(-0.3, 0.0, 6.7)
1,14.49737,(-0.9, 0.0, 6.7)
0,14.51602,(-0.3, 0.0, 6.7)
1,14.51602,(-0.9, 0.0, 6.7)
0,14.53691,(-0.3, 0.0, 6.7)
1,14.53691,(-0.9, 0.0, 6.7)
0,14.55706,(-0.3, 0.0, 6.7)
1,14.55706,(-0.9, 0.0, 6.7)
0,14.57766,(-0.3, 0.0, 6.7)
1,14.57766,(-0.9, 0.0, 6.7)
0,14.65963,(-0.3, 0.0, 6.7)
1,14.65963,(-0.9, 0.0, 6.7)
0,14.7425,(-0.3, 0.0, 6.7)
1,14.7425,(-0.9, 0.0, 6.7)
0,14.82522,(-0.3, 0.0, 6.7)
1,14.82522,(-0.9, 0.0, 6.7)
0,14.90909,(-0.3, 0.0, 6.7)
1,14.90909,(-0.9, 0.0, 6.7)
0,14.99488,(-0.3, 0.0, 6.7)
1,14.99488,(-0.9, 0.0, 6.7)
0,15.083,(-0.3, 0.0, 6.7)
1,15.083,(-0.9, 0.0, 6.7)
0,15.16652,(-0.3, 0.0, 6.7)
1,15.16652,(-0.9, 0.0, 6.7)
0,15.24935,(-0.3, 0.0, 6.7)
1,15.24935,(-0.9, 0.0, 6.7)
0,15.33239,(-0.3, 0.0, 6.7)
1,15.33239,(-0.9, 0.0, 6.7)
0,15.41532,(-0.3, 0.0, 6.7)
1,15.41532,(-0.9, 0.0, 6.7)
0,15.49764,(-0.3, 0.0, 6.7)
1,15.49764,(-0.9, 0.0, 6.7)
0,15.58486,(-0.3, 0.0, 6.7)
1,15.58486,(-0.9, 0.0, 6.7)
0,15.66803,(-0.3, 0.0, 6.7)
1,15.66803,(-0.9, 0.0, 6.7)
0,15.75313,(-0.3, 0.0, 6.7)
1,15.75313,(-0.9, 0.0, 6.7)
0,15.83808,(-0.3, 0.0, 6.7)
1,15.83808,(-0.9, 0.0, 6.7)
0,15.92109,(-0.3, 0.0, 6.7)
1,15.92109,(-0.9, 0.0, 6.7)
0,16.00382,(-0.3, 0.0, 6.7)
1,16.00382,(-0.9, 0.0, 6.7)
0,16.08509,(-0.3, 0.0, 6.7)
1,16.08509,(-0.9, 0.0, 6.7)
0,16.17319,(-0.3, 0.0, 6.7)
1,16.17319,(-0.9, 0.0, 6.7)
0,16.25776,(-0.3, 0.0, 6.7)
1,16.25776,(-0.9, 0.0, 6.7)
0,16.34085,(-0.3, 0.0, 6.7)
1,16.34085,(-0.9, 0.0, 6.7)
0,16.42352,(-0.3, 0.0, 6.7)
1,16.42352,(-0.9, 0.0, 6.7)
0,16.50947,(-0.3, 0.0, 6.7)
1,16.50947,(-0.9, 0.0, 6.7)
0,16.59036,(-0.3, 0.0, 6.7)
1,16.59036,(-0.9, 0.0, 6.7)
0,16.67522,(-0.3, 0.0, 6.7)
1,16.67522,(-0.9, 0.0, 6.7)
0,16.75799,(-0.3, 0.0, 6.7)
1,16.75799,(-0.9, 0.0, 6.7)
0,16.84171,(-0.3, 0.0, 6.7)
1,16.84171,(-0.9, 0.0, 6.7)
0,16.92517,(-0.3, 0.0, 6.7)
1,16.92517,(-0.9, 0.0, 6.7)
0,16.94892,(-0.3, 0.0, 6.7)
1,16.94892,(-0.9, 0.0, 6.7)
0,16.97249,(-0.3, 0.0, 6.7)
1,16.97249,(-0.9, 0.0, 6.7)
0,16.99544,(-0.3, 0.0, 6.7)
1,16.99544,(-0.9, 0.0, 6.7)
0,17.05598,(-0.3, 0.0, 6.7)
1,17.05598,(-0.9, 0.0, 6.7)
0,17.10977,(-0.3, 0.0, 6.7)
1,17.10977,(-0.9, 0.0, 6.7)
0,17.16547,(-0.3, 0.0, 6.7)
1,17.16547,(-0.9, 0.0, 6.7)
0,17.2222,(-0.3, 0.0, 6.7)
1,17.2222,(-0.9, 0.0, 6.7)
0,17.25217,(-0.3, 0.0, 6.7)
1,17.25217,(-0.9, 0.0, 6.7)
0,17.27267,(-0.3, 0.0, 6.7)
1,17.27267,(-0.9, 0.0, 6.7)
0,17.29374,(-0.3, 0.0, 6.7)
1,17.29374,(-0.9, 0.0, 6.7)
0,17.31363,(-0.3, 0.0, 6.7)
1,17.31363,(-0.9, 0.0, 6.7)
0,17.3353,(-0.3, 0.0, 6.7)
1,17.3353,(-0.9, 0.0, 6.7)
0,17.35636,(-0.3, 0.0, 6.7)
1,17.35636,(-0.9, 0.0, 6.7)
0,17.37636,(-0.3, 0.0, 6.7)
1,17.37636,(-0.9, 0.0, 6.7)
0,17.3965,(-0.3, 0.0, 6.7)
1,17.3965,(-0.9, 0.0, 6.7)
0,17.41632,(-0.3, 0.0, 6.7)
1,17.41632,(-0.9, 0.0, 6.7)
0,17.44524,(-0.3, 0.0, 6.7)
1,17.44524,(-0.9, 0.0, 6.7)
0,17.46584,(-0.3, 0.0, 6.7)
1,17.46584,(-0.9, 0.0, 6.7)
0,17.48684,(-0.3, 0.0, 6.7)
1,17.48684,(-0.9, 0.0, 6.7)
0,17.50634,(-0.3, 0.0, 6.7)
1,17.50634,(-0.9, 0.0, 6.7)
0,17.52673,(-0.3, 0.0, 6.7)
1,17.52673,(-0.9, 0.0, 6.7)
0,17.54609,(-0.3, 0.0, 6.7)
1,17.54609,(-0.9, 0.0, 6.7)
0,17.56494,(-0.3, 0.0, 6.7)
1,17.56494,(-0.9, 0.0, 6.7)
0,17.58532,(-0.3, 0.0, 6.7)
1,17.58532,(-0.9, 0.0, 6.7)
0,17.60562,(-0.3, 0.0, 6.7)
1,17.60562,(-0.9, 0.0, 6.7)
0,17.62564,(-0.3, 0.0, 6.7)
1,17.62564,(-0.9, 0.0, 6.7)
0,17.64586,(-0.3, 0.0, 6.7)
1,17.64586,(-0.9, 0.0, 6.7)
0,17.6648,(-0.3, 0.0, 6.7)
1,17.6648,(-0.9, 0.0, 6.7)
0,17.68491,(-0.3, 0.0, 6.7)
1,17.68491,(-0.9, 0.0, 6.7)
0,17.70485,(-0.3, 0.0, 6.7)
1,17.70485,(-0.9, 0.0, 6.7)
0,17.72748,(-0.3, 0.0, 6.7)
1,17.72748,(-0.9, 0.0, 6.7)
0,17.7513,(-0.3, 0.0, 6.7)
1,17.7513,(-0.9, 0.0, 6.7)
0,17.76938,(-0.3, 0.0, 6.7)
1,17.76938,(-0.9, 0.0, 6.7)
0,17.78594,(-0.3, 0.0, 6.7)
1,17.78594,(-0.9, 0.0, 6.7)
0,17.80251,(-0.3, 0.0, 6.7)
1,17.80251,(-0.9, 0.0, 6.7)
0,17.82259,(-0.3, 0.0, 6.7)
1,17.82259,(-0.9, 0.0, 6.7)
0,17.8438,(-0.3, 0.0, 6.7)
1,17.8438,(-0.9, 0.0, 6.7)
0,17.86461,(-0.3, 0.0, 6.7)
1,17.86461,(-0.9, 0.0, 6.7)
0,17.88553,(-0.3, 0.0, 6.7)
1,17.88553,(-0.9, 0.0, 6.7)
0,17.91179,(-0.3, 0.0, 6.7)
1,17.91179,(-0.9, 0.0, 6.7)

