ID,Time,Position (x,y,z)
0,6.564095,(2.2, 0.0, 6.7)
1,6.564095,(-3.3, 0.0, 6.7)
0,6.591513,(2.2, 0.0, 6.7)
1,6.591513,(-3.3, 0.0, 6.7)
0,6.617291,(2.2, 0.0, 6.7)
1,6.617291,(-3.3, 0.0, 6.7)
0,6.643883,(2.2, 0.0, 6.7)
1,6.643883,(-3.3, 0.0, 6.7)
0,6.674323,(2.2, 0.0, 6.7)
1,6.674323,(-3.3, 0.0, 6.7)
0,6.700264,(2.2, 0.0, 6.7)
1,6.700264,(-3.3, 0.0, 6.7)
0,6.726444,(2.2, 0.0, 6.7)
1,6.726444,(-3.3, 0.0, 6.7)
0,6.75253,(2.2, 0.0, 6.7)
1,6.75253,(-3.3, 0.0, 6.7)
0,6.778745,(2.2, 0.0, 6.7)
1,6.778745,(-3.3, 0.0, 6.7)
0,6.805097,(2.1, 0.0, 6.7)
1,6.805097,(-3.3, 0.0, 6.7)
0,6.831985,(2.1, 0.0, 6.7)
1,6.831985,(-3.2, 0.0, 6.7)
0,6.858752,(2.1, 0.0, 6.7)
1,6.858752,(-3.2, 0.0, 6.7)
0,6.885752,(2.1, 0.0, 6.7)
1,6.885752,(-3.2, 0.0, 6.7)
0,6.913079,(2.1, 0.0, 6.7)
1,6.913079,(-3.2, 0.0, 6.7)
0,6.941375,(2.1, 0.0, 6.7)
1,6.941375,(-3.2, 0.0, 6.7)
0,6.969429,(2.1, 0.0, 6.7)
1,6.969429,(-3.2, 0.0, 6.7)
0,6.998101,(2.1, 0.0, 6.7)
1,6.998101,(-3.2, 0.0, 6.7)
0,7.024449,(2.1, 0.0, 6.7)
1,7.024449,(-3.2, 0.0, 6.7)
0,7.052545,(2.1, 0.0, 6.7)
1,7.052545,(-3.2, 0.0, 6.7)
0,7.079589,(2.0, 0.0, 6.7)
1,7.079589,(-3.2, 0.0, 6.7)
0,7.106781,(2.0, 0.0, 6.7)
1,7.106781,(-3.1, 0.0, 6.7)
0,7.147148,(2.0, 0.0, 6.7)
1,7.147148,(-3.1, 0.0, 6.7)
0,7.175273,(2.0, 0.0, 6.7)
1,7.175273,(-3.1, 0.0, 6.7)
0,7.201699,(2.0, 0.0, 6.7)
1,7.201699,(-3.1, 0.0, 6.7)
0,7.22908,(2.0, 0.0, 6.7)
1,7.22908,(-3.1, 0.0, 6.7)
0,7.256048,(2.0, 0.0, 6.7)
1,7.256048,(-3.1, 0.0, 6.7)
0,7.283463,(2.0, 0.0, 6.7)
1,7.283463,(-3.1, 0.0, 6.7)
0,7.311641,(2.0, 0.0, 6.7)
1,7.311641,(-3.1, 0.0, 6.7)
0,7.338713,(2.0, 0.0, 6.7)
1,7.338713,(-3.1, 0.0, 6.7)
0,7.365729,(1.9, 0.0, 6.7)
1,7.365729,(-3.1, 0.0, 6.7)
0,7.393802,(1.9, 0.0, 6.7)
1,7.393802,(-3.0, 0.0, 6.7)
0,7.422338,(1.9, 0.0, 6.7)
1,7.422338,(-3.0, 0.0, 6.7)
0,7.450185,(1.9, 0.0, 6.7)
1,7.450185,(-3.0, 0.0, 6.7)
0,7.476558,(1.9, 0.0, 6.7)
1,7.476558,(-3.0, 0.0, 6.7)
0,7.504588,(1.9, 0.0, 6.7)
1,7.504588,(-3.0, 0.0, 6.7)
0,7.531351,(1.9, 0.0, 6.7)
1,7.531351,(-3.0, 0.0, 6.7)
0,7.557584,(1.9, 0.0, 6.7)
1,7.557584,(-3.0, 0.0, 6.7)
0,7.584805,(1.9, 0.0, 6.7)
1,7.584805,(-3.0, 0.0, 6.7)
0,7.612953,(1.9, 0.0, 6.7)
1,7.612953,(-3.0, 0.0, 6.7)
0,7.639786,(1.8, 0.0, 6.7)
1,7.639786,(-3.0, 0.0, 6.7)
0,7.666445,(1.8, 0.0, 6.7)
1,7.666445,(-2.9, 0.0, 6.7)
0,7.694323,(1.8, 0.0, 6.7)
1,7.694323,(-2.9, 0.0, 6.7)
0,7.723222,(1.8, 0.0, 6.7)
1,7.723222,(-2.9, 0.0, 6.7)
0,7.758748,(1.8, 0.0, 6.7)
1,7.758748,(-2.9, 0.0, 6.7)
0,7.784611,(1.8, 0.0, 6.7)
1,7.784611,(-2.9, 0.0, 6.7)
0,7.81043,(1.8, 0.0, 6.7)
1,7.81043,(-2.9, 0.0, 6.7)
0,7.836339,(1.8, 0.0, 6.7)
1,7.836339,(-2.9, 0.0, 6.7)
0,7.862789,(1.8, 0.0, 6.7)
1,7.862789,(-2.9, 0.0, 6.7)
0,7.888823,(1.8, 0.0, 6.7)
1,7.888823,(-2.9, 0.0, 6.7)
0,7.915126,(1.7, 0.0, 6.7)
1,7.915126,(-2.9, 0.0, 6.7)
0,7.941772,(1.7, 0.0, 6.7)
1,7.941772,(-2.8, 0.0, 6.7)
0,7.969288,(1.7, 0.0, 6.7)
1,7.969288,(-2.8, 0.0, 6.7)
0,7.997035,(1.7, 0.0, 6.7)
1,7.997035,(-2.8, 0.0, 6.7)
0,8.027128,(1.7, 0.0, 6.7)
1,8.027128,(-2.8, 0.0, 6.7)
0,8.053986,(1.7, 0.0, 6.7)
1,8.053986,(-2.8, 0.0, 6.7)
0,8.079899,(1.7, 0.0, 6.7)
1,8.079899,(-2.8, 0.0, 6.7)
0,8.105988,(1.7, 0.0, 6.7)
1,8.105988,(-2.8, 0.0, 6.7)
0,8.133019,(1.7, 0.0, 6.7)
1,8.133019,(-2.8, 0.0, 6.7)
0,8.159063,(1.7, 0.0, 6.7)
1,8.159063,(-2.8, 0.0, 6.7)
0,8.186697,(1.6, 0.0, 6.7)
1,8.186697,(-2.8, 0.0, 6.7)
0,8.214239,(1.6, 0.0, 6.7)
1,8.214239,(-2.7, 0.0, 6.7)
0,8.24033,(1.6, 0.0, 6.7)
1,8.24033,(-2.7, 0.0, 6.7)
0,8.268024,(1.6, 0.0, 6.7)
1,8.268024,(-2.7, 0.0, 6.7)
0,8.295619,(1.6, 0.0, 6.7)
1,8.295619,(-2.7, 0.0, 6.7)
0,8.323718,(1.6, 0.0, 6.7)
1,8.323718,(-2.7, 0.0, 6.7)
0,8.361279,(1.6, 0.0, 6.7)
1,8.361279,(-2.7, 0.0, 6.7)
0,8.388505,(1.6, 0.0, 6.7)
1,8.388505,(-2.7, 0.0, 6.7)
0,8.414758,(1.6, 0.0, 6.7)
1,8.414758,(-2.7, 0.0, 6.7)
0,8.441406,(1.6, 0.0, 6.7)
1,8.441406,(-2.7, 0.0, 6.7)
0,8.469674,(1.5, 0.0, 6.7)
1,8.469674,(-2.7, 0.0, 6.7)
0,8.498566,(1.5, 0.0, 6.7)
1,8.498566,(-2.6, 0.0, 6.7)
0,8.525607,(1.5, 0.0, 6.7)
1,8.525607,(-2.6, 0.0, 6.7)
0,8.554007,(1.5, 0.0, 6.7)
1,8.554007,(-2.6, 0.0, 6.7)
0,8.581569,(1.5, 0.0, 6.7)
1,8.581569,(-2.6, 0.0, 6.7)
0,8.609318,(1.5, 0.0, 6.7)
1,8.609318,(-2.6, 0.0, 6.7)
0,8.63695,(1.5, 0.0, 6.7)
1,8.63695,(-2.6, 0.0, 6.7)
0,8.664662,(1.5, 0.0, 6.7)
1,8.664662,(-2.6, 0.0, 6.7)
0,8.692718,(1.5, 0.0, 6.7)
1,8.692718,(-2.6, 0.0, 6.7)
0,8.71961,(1.5, 0.0, 6.7)
1,8.71961,(-2.6, 0.0, 6.7)
0,8.747664,(1.4, 0.0, 6.7)
1,8.747664,(-2.6, 0.0, 6.7)
0,8.776386,(1.4, 0.0, 6.7)
1,8.776386,(-2.5, 0.0, 6.7)
0,8.80316,(1.4, 0.0, 6.7)
1,8.80316,(-2.5, 0.0, 6.7)
0,8.830723,(1.4, 0.0, 6.7)
1,8.830723,(-2.5, 0.0, 6.7)
0,8.858287,(1.4, 0.0, 6.7)
1,8.858287,(-2.5, 0.0, 6.7)
0,8.885275,(1.4, 0.0, 6.7)
1,8.885275,(-2.5, 0.0, 6.7)
0,8.913904,(1.4, 0.0, 6.7)
1,8.913904,(-2.5, 0.0, 6.7)
0,8.943292,(1.4, 0.0, 6.7)
1,8.943292,(-2.5, 0.0, 6.7)
0,8.985679,(1.4, 0.0, 6.7)
1,8.985679,(-2.5, 0.0, 6.7)
0,9.013934,(1.4, 0.0, 6.7)
1,9.013934,(-2.5, 0.0, 6.7)
0,9.041987,(1.3, 0.0, 6.7)
1,9.041987,(-2.5, 0.0, 6.7)
0,9.071577,(1.3, 0.0, 6.7)
1,9.071577,(-2.4, 0.0, 6.7)
0,9.099818,(1.3, 0.0, 6.7)
1,9.099818,(-2.4, 0.0, 6.7)
0,9.127282,(1.3, 0.0, 6.7)
1,9.127282,(-2.4, 0.0, 6.7)
0,9.1558,(1.3, 0.0, 6.7)
1,9.1558,(-2.4, 0.0, 6.7)
0,9.183702,(1.3, 0.0, 6.7)
1,9.183702,(-2.4, 0.0, 6.7)
0,9.213675,(1.3, 0.0, 6.7)
1,9.213675,(-2.4, 0.0, 6.7)
0,9.241586,(1.3, 0.0, 6.7)
1,9.241586,(-2.4, 0.0, 6.7)
0,9.267841,(1.3, 0.0, 6.7)
1,9.267841,(-2.4, 0.0, 6.7)
0,9.296931,(1.3, 0.0, 6.7)
1,9.296931,(-2.4, 0.0, 6.7)
0,9.323709,(1.2, 0.0, 6.7)
1,9.323709,(-2.4, 0.0, 6.7)
0,9.367392,(1.2, 0.0, 6.7)
1,9.367392,(-2.3, 0.0, 6.7)
0,9.402905,(1.2, 0.0, 6.7)
1,9.402905,(-2.3, 0.0, 6.7)
0,9.436581,(1.2, 0.0, 6.7)
1,9.436581,(-2.3, 0.0, 6.7)
0,9.470553,(1.2, 0.0, 6.7)
1,9.470553,(-2.3, 0.0, 6.7)
0,9.506072,(1.2, 0.0, 6.7)
1,9.506072,(-2.3, 0.0, 6.7)
0,9.541247,(1.2, 0.0, 6.7)
1,9.541247,(-2.3, 0.0, 6.7)
0,9.580392,(1.2, 0.0, 6.7)
1,9.580392,(-2.3, 0.0, 6.7)
0,9.610954,(1.2, 0.0, 6.7)
1,9.610954,(-2.3, 0.0, 6.7)
0,9.642028,(1.2, 0.0, 6.7)
1,9.642028,(-2.3, 0.0, 6.7)
0,9.664228,(1.1, 0.0, 6.7)
1,9.664228,(-2.3, 0.0, 6.7)
0,9.686624,(1.1, 0.0, 6.7)
1,9.686624,(-2.2, 0.0, 6.7)
0,9.709434,(1.1, 0.0, 6.7)
1,9.709434,(-2.2, 0.0, 6.7)
0,9.73575,(1.1, 0.0, 6.7)
1,9.73575,(-2.2, 0.0, 6.7)
0,9.759056,(1.1, 0.0, 6.7)
1,9.759056,(-2.2, 0.0, 6.7)
0,9.781359,(1.1, 0.0, 6.7)
1,9.781359,(-2.2, 0.0, 6.7)
0,9.803635,(1.1, 0.0, 6.7)
1,9.803635,(-2.2, 0.0, 6.7)
0,9.82511,(1.1, 0.0, 6.7)
1,9.82511,(-2.2, 0.0, 6.7)
0,9.847876,(1.1, 0.0, 6.7)
1,9.847876,(-2.2, 0.0, 6.7)
0,9.873281,(1.1, 0.0, 6.7)
1,9.873281,(-2.2, 0.0, 6.7)
0,9.896884,(1.0, 0.0, 6.7)
1,9.896884,(-2.2, 0.0, 6.7)
0,9.91924,(1.0, 0.0, 6.7)
1,9.91924,(-2.1, 0.0, 6.7)
0,9.942479,(1.0, 0.0, 6.7)
1,9.942479,(-2.1, 0.0, 6.7)
0,9.966423,(1.0, 0.0, 6.7)
1,9.966423,(-2.1, 0.0, 6.7)
0,9.990388,(1.0, 0.0, 6.7)
1,9.990388,(-2.1, 0.0, 6.7)
0,10.01551,(1.0, 0.0, 6.7)
1,10.01551,(-2.1, 0.0, 6.7)
0,10.0353,(1.0, 0.0, 6.7)
1,10.0353,(-2.1, 0.0, 6.7)
0,10.05272,(1.0, 0.0, 6.7)
1,10.05272,(-2.1, 0.0, 6.7)
0,10.07146,(1.0, 0.0, 6.7)
1,10.07146,(-2.1, 0.0, 6.7)
0,10.08846,(1.0, 0.0, 6.7)
1,10.08846,(-2.1, 0.0, 6.7)
0,10.11292,(0.9, 0.0, 6.7)
1,10.11292,(-2.1, 0.0, 6.7)
0,10.13146,(0.9, 0.0, 6.7)
1,10.13146,(-2.0, 0.0, 6.7)
0,10.15067,(0.9, 0.0, 6.7)
1,10.15067,(-2.0, 0.0, 6.7)
0,10.16811,(0.9, 0.0, 6.7)
1,10.16811,(-2.0, 0.0, 6.7)
0,10.18791,(0.9, 0.0, 6.7)
1,10.18791,(-2.0, 0.0, 6.7)
0,10.20596,(0.9, 0.0, 6.7)
1,10.20596,(-2.0, 0.0, 6.7)
0,10.22381,(0.9, 0.0, 6.7)
1,10.22381,(-2.0, 0.0, 6.7)
0,10.24171,(0.9, 0.0, 6.7)
1,10.24171,(-2.0, 0.0, 6.7)
0,10.26274,(0.9, 0.0, 6.7)
1,10.26274,(-2.0, 0.0, 6.7)
0,10.28778,(0.9, 0.0, 6.7)
1,10.28778,(-2.0, 0.0, 6.7)
0,10.30615,(0.8, 0.0, 6.7)
1,10.30615,(-2.0, 0.0, 6.7)
0,10.32469,(0.8, 0.0, 6.7)
1,10.32469,(-1.9, 0.0, 6.7)
0,10.34304,(0.8, 0.0, 6.7)
1,10.34304,(-1.9, 0.0, 6.7)
0,10.36243,(0.8, 0.0, 6.7)
1,10.36243,(-1.9, 0.0, 6.7)
0,10.38066,(0.8, 0.0, 6.7)
1,10.38066,(-1.9, 0.0, 6.7)
0,10.40452,(0.8, 0.0, 6.7)
1,10.40452,(-1.9, 0.0, 6.7)
0,10.42507,(0.8, 0.0, 6.7)
1,10.42507,(-1.9, 0.0, 6.7)
0,10.4495,(0.8, 0.0, 6.7)
1,10.4495,(-1.9, 0.0, 6.7)
0,10.46779,(0.8, 0.0, 6.7)
1,10.46779,(-1.9, 0.0, 6.7)
0,10.48716,(0.8, 0.0, 6.7)
1,10.48716,(-1.9, 0.0, 6.7)
0,10.50506,(0.7, 0.0, 6.7)
1,10.50506,(-1.9, 0.0, 6.7)
0,10.52906,(0.7, 0.0, 6.7)
1,10.52906,(-1.8, 0.0, 6.7)
0,10.56819,(0.7, 0.0, 6.7)
1,10.56819,(-1.8, 0.0, 6.7)
0,10.59362,(0.7, 0.0, 6.7)
1,10.59362,(-1.8, 0.0, 6.7)
0,10.61397,(0.7, 0.0, 6.7)
1,10.61397,(-1.8, 0.0, 6.7)
0,10.63294,(0.7, 0.0, 6.7)
1,10.63294,(-1.8, 0.0, 6.7)
0,10.65306,(0.7, 0.0, 6.7)
1,10.65306,(-1.8, 0.0, 6.7)
0,10.67149,(0.7, 0.0, 6.7)
1,10.67149,(-1.8, 0.0, 6.7)
0,10.68896,(0.7, 0.0, 6.7)
1,10.68896,(-1.8, 0.0, 6.7)
0,10.7117,(0.7, 0.0, 6.7)
1,10.7117,(-1.8, 0.0, 6.7)
0,10.73324,(0.6, 0.0, 6.7)
1,10.73324,(-1.8, 0.0, 6.7)
0,10.75307,(0.6, 0.0, 6.7)
1,10.75307,(-1.7, 0.0, 6.7)
0,10.77169,(0.6, 0.0, 6.7)
1,10.77169,(-1.7, 0.0, 6.7)
0,10.79714,(0.6, 0.0, 6.7)
1,10.79714,(-1.7, 0.0, 6.7)
0,10.81451,(0.6, 0.0, 6.7)
1,10.81451,(-1.7, 0.0, 6.7)
0,10.83247,(0.6, 0.0, 6.7)
1,10.83247,(-1.7, 0.0, 6.7)
0,10.84995,(0.6, 0.0, 6.7)
1,10.84995,(-1.7, 0.0, 6.7)
0,10.86732,(0.6, 0.0, 6.7)
1,10.86732,(-1.7, 0.0, 6.7)
0,10.88686,(0.6, 0.0, 6.7)
1,10.88686,(-1.7, 0.0, 6.7)
0,10.90553,(0.6, 0.0, 6.7)
1,10.90553,(-1.7, 0.0, 6.7)
0,10.92411,(0.5, 0.0, 6.7)
1,10.92411,(-1.7, 0.0, 6.7)
0,10.94114,(0.5, 0.0, 6.7)
1,10.94114,(-1.6, 0.0, 6.7)
0,10.95814,(0.5, 0.0, 6.7)
1,10.95814,(-1.6, 0.0, 6.7)
0,10.97478,(0.5, 0.0, 6.7)
1,10.97478,(-1.6, 0.0, 6.7)
0,10.99135,(0.5, 0.0, 6.7)
1,10.99135,(-1.6, 0.0, 6.7)
0,11.00866,(0.5, 0.0, 6.7)
1,11.00866,(-1.6, 0.0, 6.7)
0,11.02607,(0.5, 0.0, 6.7)
1,11.02607,(-1.6, 0.0, 6.7)
0,11.05021,(0.5, 0.0, 6.7)
1,11.05021,(-1.6, 0.0, 6.7)
0,11.06702,(0.5, 0.0, 6.7)
1,11.06702,(-1.6, 0.0, 6.7)
0,11.08489,(0.5, 0.0, 6.7)
1,11.08489,(-1.6, 0.0, 6.7)
0,11.10261,(0.4, 0.0, 6.7)
1,11.10261,(-1.6, 0.0, 6.7)
0,11.12204,(0.4, 0.0, 6.7)
1,11.12204,(-1.5, 0.0, 6.7)
0,11.14023,(0.4, 0.0, 6.7)
1,11.14023,(-1.5, 0.0, 6.7)
0,11.15983,(0.4, 0.0, 6.7)
1,11.15983,(-1.5, 0.0, 6.7)
0,11.17807,(0.4, 0.0, 6.7)
1,11.17807,(-1.5, 0.0, 6.7)
0,11.19788,(0.4, 0.0, 6.7)
1,11.19788,(-1.5, 0.0, 6.7)
0,11.21622,(0.4, 0.0, 6.7)
1,11.21622,(-1.5, 0.0, 6.7)
0,11.23279,(0.4, 0.0, 6.7)
1,11.23279,(-1.5, 0.0, 6.7)
0,11.24935,(0.4, 0.0, 6.7)
1,11.24935,(-1.5, 0.0, 6.7)
0,11.26592,(0.4, 0.0, 6.7)
1,11.26592,(-1.5, 0.0, 6.7)
0,11.28249,(0.3, 0.0, 6.7)
1,11.28249,(-1.5, 0.0, 6.7)
0,11.29905,(0.3, 0.0, 6.7)
1,11.29905,(-1.5, 0.0, 6.7)
0,11.31747,(0.3, 0.0, 6.7)
1,11.31747,(-1.4, 0.0, 6.7)
0,11.33404,(0.3, 0.0, 6.7)
1,11.33404,(-1.4, 0.0, 6.7)
0,11.35061,(0.3, 0.0, 6.7)
1,11.35061,(-1.4, 0.0, 6.7)
0,11.36718,(0.3, 0.0, 6.7)
1,11.36718,(-1.4, 0.0, 6.7)
0,11.38374,(0.3, 0.0, 6.7)
1,11.38374,(-1.4, 0.0, 6.7)
0,11.40055,(0.3, 0.0, 6.7)
1,11.40055,(-1.4, 0.0, 6.7)
0,11.41708,(0.3, 0.0, 6.7)
1,11.41708,(-1.4, 0.0, 6.7)
0,11.43344,(0.3, 0.0, 6.7)
1,11.43344,(-1.4, 0.0, 6.7)
0,11.45001,(0.2, 0.0, 6.7)
1,11.45001,(-1.4, 0.0, 6.7)
0,11.46658,(0.2, 0.0, 6.7)
1,11.46658,(-1.3, 0.0, 6.7)
0,11.48314,(0.2, 0.0, 6.7)
1,11.48314,(-1.3, 0.0, 6.7)
0,11.50195,(0.2, 0.0, 6.7)
1,11.50195,(-1.3, 0.0, 6.7)
0,11.52098,(0.2, 0.0, 6.7)
1,11.52098,(-1.3, 0.0, 6.7)
0,11.53976,(0.2, 0.0, 6.7)
1,11.53976,(-1.3, 0.0, 6.7)
0,11.55881,(0.2, 0.0, 6.7)
1,11.55881,(-1.3, 0.0, 6.7)
0,11.5854,(0.2, 0.0, 6.7)
1,11.5854,(-1.3, 0.0, 6.7)
0,11.6047,(0.2, 0.0, 6.7)
1,11.6047,(-1.3, 0.0, 6.7)
0,11.62389,(0.2, 0.0, 6.7)
1,11.62389,(-1.3, 0.0, 6.7)
0,11.64222,(0.1, 0.0, 6.7)
1,11.64222,(-1.3, 0.0, 6.7)
0,11.66177,(0.1, 0.0, 6.7)
1,11.66177,(-1.2, 0.0, 6.7)
0,11.68007,(0.1, 0.0, 6.7)
1,11.68007,(-1.2, 0.0, 6.7)
0,11.69879,(0.1, 0.0, 6.7)
1,11.69879,(-1.2, 0.0, 6.7)
0,11.71645,(0.1, 0.0, 6.7)
1,11.71645,(-1.2, 0.0, 6.7)
0,11.73572,(0.1, 0.0, 6.7)
1,11.73572,(-1.2, 0.0, 6.7)
0,11.75472,(0.1, 0.0, 6.7)
1,11.75472,(-1.2, 0.0, 6.7)
0,11.77298,(0.1, 0.0, 6.7)
1,11.77298,(-1.2, 0.0, 6.7)
0,11.79063,(0.1, 0.0, 6.7)
1,11.79063,(-1.2, 0.0, 6.7)
0,11.80988,(0.1, 0.0, 6.7)
1,11.80988,(-1.2, 0.0, 6.7)
0,11.82887,(0.0, 0.0, 6.7)
1,11.82887,(-1.2, 0.0, 6.7)
0,11.85523,(0.0, 0.0, 6.7)
1,11.85523,(-1.1, 0.0, 6.7)
0,11.87428,(0.0, 0.0, 6.7)
1,11.87428,(-1.1, 0.0, 6.7)
0,11.89362,(0.0, 0.0, 6.7)
1,11.89362,(-1.1, 0.0, 6.7)
0,11.91339,(0.0, 0.0, 6.7)
1,11.91339,(-1.1, 0.0, 6.7)
0,11.93341,(0.0, 0.0, 6.7)
1,11.93341,(-1.1, 0.0, 6.7)
0,11.95349,(0.0, 0.0, 6.7)
1,11.95349,(-1.1, 0.0, 6.7)
0,11.97272,(0.0, 0.0, 6.7)
1,11.97272,(-1.1, 0.0, 6.7)
0,11.99229,(0.0, 0.0, 6.7)
1,11.99229,(-1.1, 0.0, 6.7)
0,12.01336,(0.0, 0.0, 6.7)
1,12.01336,(-1.1, 0.0, 6.7)
0,12.03298,(-0.1, 0.0, 6.7)
1,12.03298,(-1.1, 0.0, 6.7)
0,12.0529,(-0.1, 0.0, 6.7)
1,12.0529,(-1.0, 0.0, 6.7)
0,12.07348,(-0.1, 0.0, 6.7)
1,12.07348,(-1.0, 0.0, 6.7)
0,12.09345,(-0.1, 0.0, 6.7)
1,12.09345,(-1.0, 0.0, 6.7)
0,12.113,(-0.1, 0.0, 6.7)
1,12.113,(-1.0, 0.0, 6.7)
0,12.13265,(-0.1, 0.0, 6.7)
1,12.13265,(-1.0, 0.0, 6.7)
0,12.1612,(-0.1, 0.0, 6.7)
1,12.1612,(-1.0, 0.0, 6.7)
0,12.18157,(-0.1, 0.0, 6.7)
1,12.18157,(-1.0, 0.0, 6.7)
0,12.20199,(-0.1, 0.0, 6.7)
1,12.20199,(-1.0, 0.0, 6.7)
0,12.22251,(-0.1, 0.0, 6.7)
1,12.22251,(-1.0, 0.0, 6.7)
0,12.24154,(-0.2, 0.0, 6.7)
1,12.24154,(-1.0, 0.0, 6.7)
0,12.2623,(-0.2, 0.0, 6.7)
1,12.2623,(-0.9, 0.0, 6.7)
0,12.28303,(-0.2, 0.0, 6.7)
1,12.28303,(-0.9, 0.0, 6.7)
0,12.30346,(-0.2, 0.0, 6.7)
1,12.30346,(-0.9, 0.0, 6.7)
0,12.32375,(-0.2, 0.0, 6.7)
1,12.32375,(-0.9, 0.0, 6.7)
0,12.3439,(-0.2, 0.0, 6.7)
1,12.3439,(-0.9, 0.0, 6.7)
0,12.36446,(-0.2, 0.0, 6.7)
1,12.36446,(-0.9, 0.0, 6.7)
0,12.38452,(-0.2, 0.0, 6.7)
1,12.38452,(-0.9, 0.0, 6.7)
0,12.40456,(-0.2, 0.0, 6.7)
1,12.40456,(-0.9, 0.0, 6.7)
0,12.42523,(-0.2, 0.0, 6.7)
1,12.42523,(-0.9, 0.0, 6.7)
0,12.45353,(-0.3, 0.0, 6.7)
1,12.45353,(-0.9, 0.0, 6.7)
0,12.47361,(-0.3, 0.0, 6.7)
1,12.47361,(-0.9, 0.0, 6.7)
0,12.49285,(-0.3, 0.0, 6.7)
1,12.49285,(-0.9, 0.0, 6.7)
0,12.51287,(-0.3, 0.0, 6.7)
1,12.51287,(-0.9, 0.0, 6.7)
0,12.53258,(-0.3, 0.0, 6.7)
1,12.53258,(-0.9, 0.0, 6.7)
0,12.55292,(-0.3, 0.0, 6.7)
1,12.55292,(-0.9, 0.0, 6.7)
0,12.57286,(-0.3, 0.0, 6.7)
1,12.57286,(-0.9, 0.0, 6.7)
0,12.59236,(-0.3, 0.0, 6.7)
1,12.59236,(-0.9, 0.0, 6.7)
0,12.61328,(-0.3, 0.0, 6.7)
1,12.61328,(-0.9, 0.0, 6.7)
0,12.62985,(-0.3, 0.0, 6.7)
1,12.62985,(-0.9, 0.0, 6.7)
0,12.64686,(-0.3, 0.0, 6.7)
1,12.64686,(-0.9, 0.0, 6.7)
0,12.66343,(-0.3, 0.0, 6.7)
1,12.66343,(-0.9, 0.0, 6.7)
0,12.68,(-0.3, 0.0, 6.7)
1,12.68,(-0.9, 0.0, 6.7)
0,12.69676,(-0.3, 0.0, 6.7)
1,12.69676,(-0.9, 0.0, 6.7)
0,12.72147,(-0.3, 0.0, 6.7)
1,12.72147,(-0.9, 0.0, 6.7)
0,12.73941,(-0.3, 0.0, 6.7)
1,12.73941,(-0.9, 0.0, 6.7)
0,12.75597,(-0.3, 0.0, 6.7)
1,12.75597,(-0.9, 0.0, 6.7)
0,12.77261,(-0.3, 0.0, 6.7)
1,12.77261,(-0.9, 0.0, 6.7)
0,12.78944,(-0.3, 0.0, 6.7)
1,12.78944,(-0.9, 0.0, 6.7)
0,12.8091,(-0.3, 0.0, 6.7)
1,12.8091,(-0.9, 0.0, 6.7)
0,12.82768,(-0.3, 0.0, 6.7)
1,12.82768,(-0.9, 0.0, 6.7)
0,12.84594,(-0.3, 0.0, 6.7)
1,12.84594,(-0.9, 0.0, 6.7)
0,12.86338,(-0.3, 0.0, 6.7)
1,12.86338,(-0.9, 0.0, 6.7)
0,12.88118,(-0.3, 0.0, 6.7)
1,12.88118,(-0.9, 0.0, 6.7)
0,12.89944,(-0.3, 0.0, 6.7)
1,12.89944,(-0.9, 0.0, 6.7)
0,12.9165,(-0.3, 0.0, 6.7)
1,12.9165,(-0.9, 0.0, 6.7)
0,12.93557,(-0.3, 0.0, 6.7)
1,12.93557,(-0.9, 0.0, 6.7)
0,12.95381,(-0.3, 0.0, 6.7)
1,12.95381,(-0.9, 0.0, 6.7)
0,12.97852,(-0.3, 0.0, 6.7)
1,12.97852,(-0.9, 0.0, 6.7)
0,12.99701,(-0.3, 0.0, 6.7)
1,12.99701,(-0.9, 0.0, 6.7)
0,13.01371,(-0.3, 0.0, 6.7)
1,13.01371,(-0.9, 0.0, 6.7)
0,13.03221,(-0.3, 0.0, 6.7)
1,13.03221,(-0.9, 0.0, 6.7)
0,13.05044,(-0.3, 0.0, 6.7)
1,13.05044,(-0.9, 0.0, 6.7)
0,13.0682,(-0.3, 0.0, 6.7)
1,13.0682,(-0.9, 0.0, 6.7)
0,13.08698,(-0.3, 0.0, 6.7)
1,13.08698,(-0.9, 0.0, 6.7)
0,13.10558,(-0.3, 0.0, 6.7)
1,13.10558,(-0.9, 0.0, 6.7)
0,13.12344,(-0.3, 0.0, 6.7)
1,13.12344,(-0.9, 0.0, 6.7)
0,13.14067,(-0.3, 0.0, 6.7)
1,13.14067,(-0.9, 0.0, 6.7)
0,13.159,(-0.3, 0.0, 6.7)
1,13.159,(-0.9, 0.0, 6.7)
0,13.17684,(-0.3, 0.0, 6.7)
1,13.17684,(-0.9, 0.0, 6.7)
0,13.19538,(-0.3, 0.0, 6.7)
1,13.19538,(-0.9, 0.0, 6.7)
0,13.21293,(-0.3, 0.0, 6.7)
1,13.21293,(-0.9, 0.0, 6.7)
0,13.23787,(-0.3, 0.0, 6.7)
1,13.23787,(-0.9, 0.0, 6.7)
0,13.25601,(-0.3, 0.0, 6.7)
1,13.25601,(-0.9, 0.0, 6.7)
0,13.27403,(-0.3, 0.0, 6.7)
1,13.27403,(-0.9, 0.0, 6.7)
0,13.29566,(-0.3, 0.0, 6.7)
1,13.29566,(-0.9, 0.0, 6.7)
0,13.3144,(-0.3, 0.0, 6.7)
1,13.3144,(-0.9, 0.0, 6.7)
